사용장소,주소,사용금액,lat,lng,거리
파리바게뜨,서울 관악구 난곡로 263 파리바게뜨,17250,37.477489,126.9151726,3208.4698986079816
파리바게뜨,서울 관악구 난곡로 316 파리바게뜨,91700,37.4821551,126.9147003,3280.568890485084
파리바게뜨,서울 관악구 난곡로 60 파리바게뜨,24050,37.4606985,126.91939,3432.7787885725775
파리바게뜨,서울 관악구 남부순환로218길 1 파리바게뜨,68800,37.4802116,126.9531133,274.0665919248293
파리바게뜨,서울 관악구 봉천로 475 파리바게뜨,39200,37.4822947,126.9529743,484.31123964559066
파리바게뜨,서울 관악구 봉천로 603 파리바게뜨,24000,37.4802116,126.9531133,274.0665919248293
파리바게뜨,서울 관악구 봉천로23나길 69 파리바게뜨,20700,37.4867939,126.9392533,1451.9500060147893
파리바게뜨,서울 관악구 신림로 199 파리바게뜨,34200,37.4754896,126.9361984,1383.057295052459
파리바게뜨,서울 관악구 양녕로 50 파리바게뜨,31600,37.48637739999999,126.9472248,996.1347976953361
파리바게뜨,서울 관악구 은천로 1 파리바게뜨,79250,37.4865023,126.9353238,1708.081436461411
파리바게뜨,서울 관악구 은천로 92 파리바게뜨,289900,37.4868372,126.945268,1117.9870570959245
파리바게뜨,서울 관악구 호암로 602 파리바게뜨,90350,37.47076790000001,126.9337821,1764.921303944097
파리바게뜨,서울 영등포구 영신로 200 파리바게뜨,26000,37.5255689,126.9029628,6798.431544740241
페리카나,서울 관악구 청룡길 20 페리카나,1359000,37.4809075,126.9460094,578.5045875175412
포몬스,서울 관악구 남부순환로 1801 포몬스,39000,37.4799038,126.9556328,414.6725836409922
포천이동갈비촌,서울 관악구 신원로 40-12 포천이동갈비촌,65000,38.0349856,127.3665589,71873.50385419856
푸른제주,서울 동작구 보라매로5길 15 푸른제주,200000,37.4921513,126.9241371,2877.954537723461
풍년갈비,서울 구로구 구로중앙로 51 풍년갈비,100000,37.4941346,126.889333,5769.9277839255665
풍년식당,서울 관악구 조원로 94 풍년식당,56000,37.4844507,126.9127293,3495.4225613677527
풍년옥,서울 관악구 관악로15길 9 풍년옥,1008000,37.4800171,126.9518634,215.92634324367705
풍년집,서울 관악구 난곡로 232 풍년집,122000,37.4748935,126.9170621,3061.8342534135386
풍성구이,서울 관악구 보라매로 23 풍성구이,100000,37.4914712,126.9266699,2649.8763825829647
풍천장어,서울 관악구 중앙2길 8 풍천장어,760000,37.4842048,126.9538486,709.7763666180541
하노이별,서울 관악구 관악로12길 3-14 하노이별,66000,37.4787136,126.9528059,132.44779533707342
하우림,서울 관악구 관악로15길 23 하우림,136000,37.4802149,126.9511036,238.73348945893983
하이보,서울 관악구 관악로 134 하이보,4470000,37.4772069,126.9526957,142.90051507329687
한고을해물칼국수,서울 관악구 난곡로 100 한고을해물칼국수,258500,37.4645339,126.9192526,3222.498234016551
한근한방삼계탕,서울 관악구 봉천로 396 한근한방삼계탕,627000,37.4827611,126.9436994,863.7304359888656
한류관,서울 영등포구 국회대로 750 한류관,105000,37.5282293,126.9164239,6376.944043463523
한우리축산물,서울 관악구 봉천동 한우리축산물,390000,37.4815115,126.9442269,747.6744686111043
한우마당,서울 관악구 시흥대로164길 3 한우마당,141500,37.482439,126.9017675,4417.03128638329
할매보쌈,서울 관악구 신림로 351 할매보쌈,408000,37.4855994,126.9291988,2139.4303743602404
함흥냉면,서울 관악구 봉천로 586 함흥냉면,18000,37.4766298,126.9622381,959.3682262587135
해물나라,서울 관악구 남부순환로 1674 해물나라,573000,37.46968469999999,126.9332266,1865.9142259152943
해물나라곤드레밥,서울 관악구 호암로 588 해물나라곤드레밥,1319000,37.46968469999999,126.9332266,1865.9142259152943
해태식당,서울 관악구 청룡1길 9 해태식당,225000,37.4811983,126.9481038,458.51461743276286
행복포차,서울 관악구 남부순환로 1713-20 행복포차,23000,37.4831971,126.9409717,1090.4114136321814
행운포차,서울 금천구 시흥대로50길 11 행운포차,88000,37.4514595,126.9028453,5218.192282816965
혜원약국,인천 옹진군 백령면 백령로 276-1 혜원약국,125000,37.9713354,124.7180703,203941.02960978658
홍매,서울 관악구 남부순환로210길 9 홍매,246000,37.4814886,126.9448909,696.4671464269148
홍반장,서울 관악구 봉천로 356 홍반장,30500,37.4774033,126.9584998,620.34010364274
홍콩반점,서울 관악구 관악로 152 홍콩반점,278500,37.478742,126.9525572,116.20755397750993
화로구이,서울 관악구 남부순환로 1453 화로구이,234240,37.48168390000001,126.9121746,3495.090495090573
황복,서울 관악구 봉천로 356 황복,390000,37.4839026,126.9393629,1252.4735694744559
황제갈비,서울 관악구 남부순환로 1644 황제갈비,501000,37.4843291,126.9332929,1751.7389174895136
황족,서울 관악구 남부순환로 1795 황족,60000,37.4818893,126.9497132,451.25533385900724
황태한마당,서울 관악구 남부순환로 1727-7 황태한마당,34000,37.4828453,126.9420361,989.9740438428435
황토방,서울 관악구 관악로12길 6 황토방,70000,37.4780833,126.9527667,109.66586727594014
회산한우,강원 강릉시 회산로 297 회산한우,36000,37.7361254,128.8627002,170780.192871749
회포차,서울 관악구 양녕로 14 회포차,41000,37.4831813,126.946666,709.7564823072768
효소원,서울 관악구 신원로 35 효소원,56000,37.4821999,126.928909,2047.118222473576
후포리,서울 관악구 봉천로 388 후포리,535000,37.4828727,126.9430771,915.3718673023825
훈이네해장국,서울 관악구 봉천로 360 훈이네해장국,160000,37.4838846,126.9397702,1220.7649429078376
훌랄라치킨,서울 관악구 원신길 134 훌랄라치킨,54500,37.5083298,126.9192689,4404.721790155526
흑다우,서울 강남구 남부순환로 2921 흑다우,137500,37.4935452,127.0596581,9694.533373611914
흑룡강성,서울 관악구 쑥고개로 68-1 흑룡강성,52500,37.4793278,126.9439704,680.5182288159659
흥부보쌈,서울 관악구 신림로59길 15-13 흥부보쌈,1167000,37.4826553,126.9293655,2019.9816344878805
희로애락,서울 관악구 봉천로 465 희로애락,508000,37.4824694,126.9516137,486.58733488309616
희전명가,서울 관악구 남부순환로180길 6 희전명가,88000,37.48521059999999,126.9315041,1935.6729705670125
히포커피,서울 관악구 신림로23길 21 히포커피,10800,37.4699694,126.9349681,1717.7710511198668
Ｇ마켓,서울 강남구 역삼동 Ｇ마켓,76000,37.4999707,127.0364812,7880.609104799532
