사용자,사용일시,사용금액,사용장소,주소,사용내역
의장,2019-08-22,86000,옛날육개장,서울 관악구 관악로 154-6,의정활동 및 의회운영 관련 업무유대경비
의장,2019-08-23,290000,우리동네고기집,서울 관악구 인헌6길 24,의정활동 및 의회운영 관련 업무유대경비
의장,2019-08-28,294900,우리동네고기집,서울 관악구 인헌6길 24,의정활동 및 의회운영 관련 업무유대경비
의장,2019-08-30,95000,생각보다맛있는집,서울 관악구 관악로 152,의정활동 및 의회운영 관련 업무유대경비
부의장,2019-08-04,56000,은성숯불갈비,서울 관악구 남부순환로 1711,의회운영 및 의정활동 관련 유대경비
부의장,2019-08-06,180000,추어탕전문점대령숙수,서울 관악구 봉천로 375,의회운영 및 의정활동 관련 유대경비
부의장,2019-08-07,72000,정가,서울 관악구 남부순환로 1710,의회운영 및 의정활동 관련 유대경비
부의장,2019-08-07,64000,풍천장어,서울 관악구 중앙2길 8,의회운영 및 의정활동 관련 유대경비
부의장,2019-08-08,19500,바우네나주곰탕,서울 관악구 봉천로 309,의회운영 및 의정활동 관련 유대경비
부의장,2019-08-08,72000,바우네나주곰탕,서울 관악구 봉천로 309,의회운영 및 의정활동 관련 유대경비
부의장,2019-08-09,97000,상도스시,서울 관악구 봉천로 299,의회운영 및 의정활동 관련 유대경비
부의장,2019-08-10,90500,선우정,서울 관악구 봉천로12길 60,의회운영 및 의정활동 관련 유대경비
부의장,2019-08-13,124000,풍천장어,서울 관악구 중앙2길 8,의회운영 및 의정활동 관련 유대경비
부의장,2019-08-14,85000,신안산낙지철판,서울 관악구 봉천로 295,의회운영 및 의정활동 관련 유대경비
부의장,2019-08-15,49000,쌈마을,서울 관악구 남부순환로226길 31,의회운영 및 의정활동 관련 유대경비
부의장,2019-08-15,130000,별난왕족발보쌈,서울 관악구 봉천로 356,의회운영 및 의정활동 관련 유대경비
부의장,2019-08-17,15000,본죽,서울 관악구 관악로 144,의회운영 및 의정활동 관련 유대경비
부의장,2019-08-17,195000,미가할매집,서울 관악구 신림로 374,의회운영 및 의정활동 관련 유대경비
부의장,2019-08-19,160000,등촌샤브칼국수,서울 관악구 은천로 51,의회운영 및 의정활동 관련 유대경비
부의장,2019-08-20,43000,오리오리,서울 관악구 관악로12길 3-6,의회운영 및 의정활동 관련 유대경비
부의장,2019-08-20,101000,은성숯불갈비,서울 관악구 남부순환로 1711,의회운영 및 의정활동 관련 유대경비
부의장,2019-08-21,67000,구수옥설렁탕,서울 관악구 남부순환로 1696,의회운영 및 의정활동 관련 유대경비
부의장,2019-08-22,67500,바우네나주곰탕,서울 관악구 봉천로 309,의회운영 및 의정활동 관련 유대경비
부의장,2019-08-23,93000,고려왕족발,서울 관악구 청룡길 9,의회운영 및 의정활동 관련 유대경비
부의장,2019-08-24,198000,별난왕족발보쌈,서울 관악구 봉천로 356,의회운영 및 의정활동 관련 유대경비
부의장,2019-08-26,59000,해물나라,서울 관악구 남부순환로 1674,의회운영 및 의정활동 관련 유대경비
부의장,2019-08-27,79000,구수옥설렁탕,서울 관악구 남부순환로 1696,의회운영 및 의정활동 관련 유대경비
부의장,2019-08-28,88000,훈이네해장국,서울 관악구 봉천로 360,의회운영 및 의정활동 관련 유대경비
부의장,2019-08-30,105000,신부산횟집,서울 관악구 봉천로 484,의회운영 및 의정활동 관련 유대경비
의회운영위원장,2019-08-03,135000,장터순대국,서울 관악구 관천로 29,의정활동 및 상임위 관련 업무 간담회
의회운영위원장,2019-08-07,51000,할매보쌈,서울 관악구 신림로 351,의정활동 및 상임위 관련 업무 간담회
의회운영위원장,2019-08-07,13600,즉석빵집,서울 관악구 신림로 312,의정활동 및 상임위 관련 업무 간담회
의회운영위원장,2019-08-08,24000,커피빈코리아,서울 관악구 신림로 318,의정활동 및 상임위 관련 업무 간담회
의회운영위원장,2019-08-08,18000,커피빈코리아,서울 관악구 신림로 318,의정활동 및 상임위 관련 업무 간담회
의회운영위원장,2019-08-10,17300,꽃올림,서울 관악구 신림로58길 32,의정활동 및 상임위 관련 업무 간담회
의회운영위원장,2019-08-17,192000,목포낙지홍어,서울 동작구 사당로30길 161,의정활동 및 상임위 관련 업무 간담회
의회운영위원장,2019-08-19,66000,남원추어탕,서울 관악구 쑥고개로 135,의정활동 및 상임위 관련 업무 간담회
의회운영위원장,2019-08-20,21000,고향식당,서울 관악구 문성로 223,의정활동 및 상임위 관련 업무 간담회
의회운영위원장,2019-08-22,52000,본가짜장,서울 관악구 난곡로 50,의정활동 및 상임위 관련 업무 간담회
의회운영위원장,2019-08-25,260000,성암축산정육식당,서울 관악구 관천로 45,의정활동 및 상임위 관련 업무 간담회
의회운영위원장,2019-08-26,220000,감격시대,서울 서초구 서초대로50길 104,의정활동 및 상임위 관련 업무 간담회
의회운영위원장,2019-08-27,150000,도일각,서울 서초구 사임당로 46,의정활동 및 상임위 관련 업무 간담회
의회운영위원장,2019-08-28,80000,김밥,서울 서초구 사임당로 21,의정활동 및 상임위 관련 업무 간담회
의회운영위원장,2019-08-30,70000,부산복집,서울 서초구 반포대로20길 10,의정활동 및 상임위 관련 업무 간담회
의회운영위원장,2019-08-30,107000,미운오리깡통집,서울 관악구 신원로 40-10,의정활동 및 상임위 관련 업무 간담회
의회운영위원장,2019-08-31,40000,차이나영,서울 관악구 신림로58길 14,의정활동 및 상임위 관련 업무 간담회
행정재경위원장,2019-08-01,158000,미가할매집,서울 관악구 신림로 374,의정활동 및 상임위 관련 업무 간담회
행정재경위원장,2019-08-03,220000,경복궁,서울 구로구 경인로 662,의정활동 및 상임위 관련 업무 간담회
행정재경위원장,2019-08-03,100000,풍년갈비,서울 구로구 구로중앙로 51,의정활동 및 상임위 관련 업무 간담회
행정재경위원장,2019-08-05,12200,#207,서울 관악구 원신길 128,의정활동 및 상임위 관련 업무 간담회
행정재경위원장,2019-08-06,57000,쌈마을,서울 관악구 남부순환로226길 31,의정활동 및 상임위 관련 업무 간담회
행정재경위원장,2019-08-08,51000,마야,서울 관악구 신림로 312,의정활동 및 상임위 관련 업무 간담회
행정재경위원장,2019-08-09,16000,만리장성,서울특별시 관악구 관악로 146,의정활동 및 상임위 관련 업무 간담회
행정재경위원장,2019-08-09,159000,어물전,서울 금천구 시흥대로152길 11-43,의정활동 및 상임위 관련 업무 간담회
행정재경위원장,2019-08-10,84000,미소옻닭,서울 관악구 원신길 161-1,의정활동 및 상임위 관련 업무 간담회
행정재경위원장,2019-08-15,78000,윤씨네집,서울 관악구 신림로67길 4,의정활동 및 상임위 관련 업무 간담회
행정재경위원장,2019-08-17,50000,안성갈비,서울 관악구 난곡로 181,의정활동 및 상임위 관련 업무 간담회
행정재경위원장,2019-08-19,150000,두꺼비맛집,서울 관악구 낙성대로 11,의정활동 및 상임위 관련 업무 간담회
행정재경위원장,2019-08-20,19000,거목쟁반짜장,서울 관악구 난우길 45,의정활동 및 상임위 관련 업무 간담회
행정재경위원장,2019-08-23,35000,전진식당,서울 금천구 금하로29길 13,의정활동 및 상임위 관련 업무 간담회
행정재경위원장,2019-08-25,31000,태능솔밭갈비,서울 동작구 상도로37길 7,의정활동 및 상임위 관련 업무 간담회
행정재경위원장,2019-08-31,350000,통큰대박집,서울 관악구 원신길 11,의정활동 및 상임위 관련 업무 간담회
보건복지위원장,2019-08-01,122000,목포부부아구찜,서울 관악구 남부순환로206길 5,의정활동 및 상임위 관련 업무 간담회
보건복지위원장,2019-08-02,175000,옥천골,서울 관악구 청룡7길 41,의정활동 및 상임위 관련 업무 간담회
보건복지위원장,2019-08-05,55000,정육점식당,서울 관악구 관악로14길 27,의정활동 및 상임위 관련 업무 간담회
보건복지위원장,2019-08-05,106000,제주은갈치,서울 관악구 관악로 139,의정활동 및 상임위 관련 업무 간담회
보건복지위원장,2019-08-12,155000,옥천골,서울 관악구 청룡7길 41,의정활동 및 상임위 관련 업무 간담회
보건복지위원장,2019-08-13,24000,콩심,서울특별시 관악구 관악로 144,의정활동 및 상임위 관련 업무 간담회
보건복지위원장,2019-08-13,32000,연소바,서울 관악구 남부순환로 1802,의정활동 및 상임위 관련 업무 간담회
보건복지위원장,2019-08-13,26000,연소바,서울 관악구 남부순환로 1802,의정활동 및 상임위 관련 업무 간담회
보건복지위원장,2019-08-14,79000,제주은갈치,서울 관악구 관악로 139,의정활동 및 상임위 관련 업무 간담회
보건복지위원장,2019-08-16,87000,쌈마을,서울 관악구 남부순환로226길 31,의정활동 및 상임위 관련 업무 간담회
보건복지위원장,2019-08-20,114000,제주은갈치,서울 관악구 관악로 139,의정활동 및 상임위 관련 업무 간담회
보건복지위원장,2019-08-22,153000,옥천골,서울 관악구 청룡7길 41,의정활동 및 상임위 관련 업무 간담회
보건복지위원장,2019-08-23,51000,정담,서울 관악구 청룡3길,의정활동 및 상임위 관련 업무 간담회
보건복지위원장,2019-08-27,75000,옥천골,서울 관악구 청룡7길 41,의정활동 및 상임위 관련 업무 간담회
보건복지위원장,2019-08-29,72000,소해,서울 관악구 관악로14길 8,의정활동 및 상임위 관련 업무 간담회
도시건설위원장,2019-08-02,117400,선우정,서울 관악구 봉천로12길 60,의정활동 및 상임위 관련 업무 간담회
도시건설위원장,2019-08-04,36000,교촌치킨,서울 관악구 대학길 47,의정활동 및 상임위 관련 업무 간담회
도시건설위원장,2019-08-05,19000,하노이별,서울 관악구 신림로11가길 18,의정활동 및 상임위 관련 업무 간담회
도시건설위원장,2019-08-06,53000,소문난생오리돌구이,서울 관악구 신림로32길 7,의정활동 및 상임위 관련 업무 간담회
도시건설위원장,2019-08-07,72000,옛날육개장,서울 관악구 관악로 154-6,의정활동 및 상임위 관련 업무 간담회
도시건설위원장,2019-08-08,24000,파리바게뜨,서울 관악구 봉천로 603,의정활동 및 상임위 관련 업무 간담회
도시건설위원장,2019-08-08,32000,명가쭈꾸미코다리,서울 관악구 문성로 233,의정활동 및 상임위 관련 업무 간담회
도시건설위원장,2019-08-13,300000,남도전문음식점,서울 관악구 관악로28길 7,의정활동 및 상임위 관련 업무 간담회
도시건설위원장,2019-08-15,209000,흥부보쌈,서울 관악구 신림로59길 15-13,의정활동 및 상임위 관련 업무 간담회
도시건설위원장,2019-08-16,19000,하노이별,서울 관악구 신림로11가길 18,의정활동 및 상임위 관련 업무 간담회
도시건설위원장,2019-08-19,30000,보글보글지글지글,서울 관악구 난우길 47,의정활동 및 상임위 관련 업무 간담회
도시건설위원장,2019-08-20,38000,제주은갈치,서울 관악구 관악로 139,의정활동 및 상임위 관련 업무 간담회
도시건설위원장,2019-08-21,39200,파리바게뜨,서울 관악구 중앙1가길 3,의정활동 및 상임위 관련 업무 간담회
도시건설위원장,2019-08-22,149000,봉이구이대장,서울 관악구 난곡로 104,의정활동 및 상임위 관련 업무 간담회
도시건설위원장,2019-08-23,114000,장터생고기,서울 관악구 행운1길 15,의정활동 및 상임위 관련 업무 간담회
도시건설위원장,2019-08-26,60000,안집,서울 관악구 관악로 128,의정활동 및 상임위 관련 업무 간담회
도시건설위원장,2019-08-28,34500,카모메,서울 관악구 관악로 144,의정활동 및 상임위 관련 업무 간담회
도시건설위원장,2019-08-30,10800,히포커피,서울 관악구 신림로23길 21,의정활동 및 상임위 관련 업무 간담회
의장,2019-09-03,99000,남원추어탕,서울 관악구 쑥고개로 135,의정활동 및 의회운영 관련 업무유대경비
의장,2019-09-04,320000,우리동네고기집,서울 관악구 인헌6길 24,의정활동 및 의회운영 관련 업무유대경비
