사용자,사용일시,사용금액,사용장소,주소,사용내역
도시건설위원장,2019-10-12,32500,돈가대박집,서울 관악구 호암로 590,의정활동 및 상임위 관련 업무 간담회
도시건설위원장,2019-10-12,52000,소문난순대국,서울 관악구 신림로38길 5-9,의정활동 및 상임위 관련 업무 간담회
도시건설위원장,2019-10-13,81000,흥부보쌈,서울 관악구 신림로59길 15-13,의정활동 및 상임위 관련 업무 간담회
도시건설위원장,2019-10-14,137000,경식이네알쌈쭈꾸미,서울 관악구 조원로18길 25,의정활동 및 상임위 관련 업무 간담회
도시건설위원장,2019-10-15,58000,우리가참김치,서울 관악구 관악로 148,의정활동 및 상임위 관련 업무 간담회
도시건설위원장,2019-10-16,26200,삐에스몽테과자점,서울 관악구 신림로,의정활동 및 상임위 관련 업무 간담회
도시건설위원장,2019-10-20,111500,버드나무,서울 관악구 낙성대로 15,의정활동 및 상임위 관련 업무 간담회
도시건설위원장,2019-10-22,14600,컴포즈커피,서울 관악구 관악로12길 5,의정활동 및 상임위 관련 업무 간담회
도시건설위원장,2019-10-22,40000,종손집,서울 관악구 난곡로65길 19,의정활동 및 상임위 관련 업무 간담회
도시건설위원장,2019-10-22,157000,선우정,서울 관악구 봉천로12길 60,의정활동 및 상임위 관련 업무 간담회
도시건설위원장,2019-10-23,48800,봉천곱창,서울 관악구 봉천로 481,의정활동 및 상임위 관련 업무 간담회
도시건설위원장,2019-10-25,18000,삼미칼국수,서울 관악구 미성3길 12,의정활동 및 상임위 관련 업무 간담회
도시건설위원장,2019-10-25,73000,사랑방,서울 관악구 원신길 13,의정활동 및 상임위 관련 업무 간담회
도시건설위원장,2019-10-26,28000,산야로,서울 관악구 관악로 111,의정활동 및 상임위 관련 업무 간담회
도시건설위원장,2019-10-26,480500,정담은보쌈,서울 관악구 남부순환로 1661,의정활동 및 상임위 관련 업무 간담회
도시건설위원장,2019-10-29,56000,이금옥샤브샤브칼국수,서울 관악구 관악로 132,의정활동 및 상임위 관련 업무 간담회
도시건설위원장,2019-10-30,8500,에스엠씨,서울 관악구 관천로 34,의정활동 및 상임위 관련 업무 간담회
도시건설위원장,2019-10-31,171000,모이세,서울 관악구 청룡1길 7,의정활동 및 상임위 관련 업무 간담회
의장,2019-11-01,31000,옛날육개장,서울 관악구 관악로 154-6,의정활동 및 의회운영 관련 업무유대경비
의장,2019-11-11,30100,파리바게뜨,서울 관악구 관악로 168,의정활동 및 의회운영 관련 업무유대경비
의장,2019-11-11,49030,아띠,서울 관악구 쑥고개로 137,의장 부속실 운영 물품(다과) 구입
의장,2019-11-11,100000,감나무집,서울 관악구 관악로11길 20,의정활동 및 의회운영 관련 업무유대경비
의장,2019-11-11,170000,시골집,서울 관악구 낙성대로 22-7,의정활동 및 의회운영 관련 업무유대경비
의장,2019-11-12,187000,떡보의하루,서울 금천구 가산로 33,의장 부속실 운영 물품(다과) 구입
의장,2019-11-12,336000,하이보,서울 관악구 관악로 134,의정활동 및 의회운영 관련 업무유대경비
의장,2019-11-13,71000,남원추어탕,서울 관악구 쑥고개로 135,의정활동 및 의회운영 관련 업무유대경비
의장,2019-11-14,103000,제주은갈치,서울 관악구 관악로 139,의정활동 및 의회운영 관련 업무유대경비
의장,2019-11-18,105400,소담촌,서울 동작구 동작대로 43,의정활동 및 의회운영 관련 업무유대경비
의장,2019-11-18,340000,우리동네고기집,서울 관악구 인헌6길 24,의정활동 및 의회운영 관련 업무유대경비
의장,2019-11-19,19500,던킨도너츠,서울 관악구 남부순환로 1640,의원 병문안 격려물품 구매
의장,2019-11-20,274500,감나무집,서울 관악구 관악로11길 20,의정활동 및 의회운영 관련 업무유대경비
의장,2019-11-20,170000,감나무집,서울 관악구 관악로11길 20,의정활동 및 의회운영 관련 업무유대경비
의장,2019-11-22,480000,강강술래,서울 관악구 남부순환로 1660,의정활동 및 의회운영 관련 업무유대경비
의장,2019-11-22,105000,소풍가는날,서울 관악구 봉천로 605,의정활동 및 의회운영 관련 업무유대경비
의장,2019-11-22,11500,쟝블랑제리,서울 관악구 낙성대역길 8,의정활동 및 의회운영 관련 업무유대경비
의장,2019-11-22,208000,우리가참김치,서울 관악구 관악로 148,의정활동 및 의회운영 관련 업무유대경비
의장,2019-11-25,21000,우리가참김치,서울 관악구 관악로 148,의정활동 및 의회운영 관련 업무유대경비
의장,2019-11-25,20000,전주집,서울 강남구 삼성로100길 13,의정활동 및 의회운영 관련 업무유대경비
의장,2019-11-27,429000,강강술래,서울 관악구 남부순환로 1660,의정활동 및 의회운영 관련 업무유대경비
의장,2019-11-27,367000,제주은갈치,서울 관악구 관악로 139,의정활동 및 의회운영 관련 업무유대경비
의장,2019-11-29,135000,봉천동진순자김밥,서울 관악구 청룡1길 19,의정활동 및 의회운영 관련 업무유대경비
부의장,2019-11-01,156000,황제갈비,서울 관악구 남부순환로 1644,의회운영 및 의정활동 관련 유대경비
부의장,2019-11-01,80000,당곡기사식당,서울 관악구 봉천로 301,의회운영 및 의정활동 관련 유대경비
부의장,2019-11-03,73000,금수강산,경기 안양시 만안구 예술공원로208번길 72,의회운영 및 의정활동 관련 유대경비
부의장,2019-11-07,34000,황태한마당,서울 관악구 남부순환로 1727-7,의회운영 및 의정활동 관련 유대경비
부의장,2019-11-08,111000,은성숯불갈비,서울 관악구 남부순환로 1711,의회운영 및 의정활동 관련 유대경비
부의장,2019-11-11,210000,시골집,서울 관악구 봉천로 308-2,의회운영 및 의정활동 관련 유대경비
부의장,2019-11-16,62000,구수옥설렁탕,서울 관악구 남부순환로 1696,의회운영 및 의정활동 관련 유대경비
부의장,2019-11-18,100000,후포리,서울 관악구 봉천로 388,의회운영 및 의정활동 관련 유대경비
부의장,2019-11-20,200000,푸른제주,서울 동작구 보라매로5길 15,의회운영 및 의정활동 관련 유대경비
부의장,2019-11-22,73000,황복,서울 관악구 봉천로 356,의회운영 및 의정활동 관련 유대경비
부의장,2019-11-24,70000,영광수산숯불민물장어,경기 안양시 만안구 삼막로24번길 89,의회운영 및 의정활동 관련 유대경비
부의장,2019-11-24,131000,은성숯불갈비,서울 관악구 남부순환로 1711,의회운영 및 의정활동 관련 유대경비
부의장,2019-11-25,219000,한근한방삼계탕,서울 관악구 봉천로 396,의회운영 및 의정활동 관련 유대경비
부의장,2019-11-29,79000,당곡기사식당,서울 관악구 봉천로 301,의회운영 및 의정활동 관련 유대경비
의회운영위원장,2019-11-05,270000,다리목,서울 관악구 신림로58가길 7,의정활동 및 상임위  관련 업무 간담회
의회운영위원장,2019-11-08,320000,흥부보쌈,서울 관악구 신림로59길 15-13,의정활동 및 상임위  관련 업무 간담회
의회운영위원장,2019-11-11,135000,김밥천국,서울 관악구 난곡로24길 2,의정활동 및 상임위  관련 업무 간담회
의회운영위원장,2019-11-14,66000,태평양킹참치,서울 관악구 신림로 272,의정활동 및 상임위  관련 업무 간담회
의회운영위원장,2019-11-16,256000,다리목,서울 관악구 신림로58가길 7,의정활동 및 상임위  관련 업무 간담회
의회운영위원장,2019-11-26,290000,김밥,서울 서초구 사임당로 21,의정활동 및 상임위  관련 업무 간담회
행정재경위원장,2019-11-02,16000,콩심,서울 관악구 관악로 144,의정활동 및 상임위  관련 업무 간담회
행정재경위원장,2019-11-03,14000,병천순대,서울 관악구 난우길 41,의정활동 및 상임위  관련 업무 간담회
행정재경위원장,2019-11-04,50000,광명수산,서울 금천구 시흥대로50길 11,의정활동 및 상임위  관련 업무 간담회
행정재경위원장,2019-11-08,24000,콩심,서울 관악구 관악로 144,의정활동 및 상임위  관련 업무 간담회
행정재경위원장,2019-11-08,152000,이가네감자탕,서울 관악구 대학길 52,의정활동 및 상임위  관련 업무 간담회
행정재경위원장,2019-11-10,31000,전진식당,서울 금천구 금하로29길 13,의정활동 및 상임위  관련 업무 간담회
행정재경위원장,2019-11-15,100000,양지가정식,서울 관악구 남부순환로145길 6,의정활동 및 상임위  관련 업무 간담회
행정재경위원장,2019-11-17,27000,원주추어탕,서울 영등포구 대림로22길 1,의정활동 및 상임위  관련 업무 간담회
행정재경위원장,2019-11-18,33000,옛날육개장,서울 관악구 관악로 154-6,의정활동 및 상임위  관련 업무 간담회
행정재경위원장,2019-11-18,200000,두꺼비맛집,서울 관악구 낙성대로 11,의정활동 및 상임위  관련 업무 간담회
행정재경위원장,2019-11-24,36000,원주추어탕,서울 영등포구 대림로22길 1,의정활동 및 상임위  관련 업무 간담회
행정재경위원장,2019-11-25,14500,김밥천국,서울 관악구 신림로 329,의정활동 및 상임위  관련 업무 간담회
행정재경위원장,2019-11-27,470000,금비,서울 관악구 신림로 164,의정활동 및 상임위  관련 업무 간담회
행정재경위원장,2019-11-28,87000,미가할매집,서울 관악구 신림로 374,의정활동 및 상임위  관련 업무 간담회
행정재경위원장,2019-11-29,31000,전진식당,서울 금천구 금하로29길 13,의정활동 및 상임위  관련 업무 간담회
행정재경위원장,2019-11-30,20000,강남식당,서울 동작구 사당로4길 13,의정활동 및 상임위  관련 업무 간담회
행정재경위원장,2019-11-30,480000,금비,서울 관악구 신림로 164,의정활동 및 상임위  관련 업무 간담회
보건복지위원장,2019-11-01,91000,유천칡냉면,서울 관악구 쑥고개로 104,의정활동 및 상임위 관련 업무 간담회
보건복지위원장,2019-11-04,72000,콩심,서울 관악구 관악로 144,의정활동 및 상임위 관련 업무 간담회
보건복지위원장,2019-11-04,97000,옥천골,서울 관악구 청룡7길 41,의정활동 및 상임위 관련 업무 간담회
보건복지위원장,2019-11-08,210000,청능장,서울 관악구 쑥고개로 112,의정활동 및 상임위 관련 업무 간담회
보건복지위원장,2019-11-11,280000,김용해순대국,서울 관악구 남부순환로208길 5,의정활동 및 상임위 관련 업무 간담회
보건복지위원장,2019-11-12,175000,옥천골,서울 관악구 청룡7길 41,의정활동 및 상임위 관련 업무 간담회
보건복지위원장,2019-11-13,150000,풍년옥,서울 관악구 관악로15길 9,의정활동 및 상임위 관련 업무 간담회
보건복지위원장,2019-11-14,57000,만리장성,서울 관악구 관악로 146,의정활동 및 상임위 관련 업무 간담회
보건복지위원장,2019-11-15,80000,해물나라,서울 관악구 호암로 588,의정활동 및 상임위 관련 업무 간담회
보건복지위원장,2019-11-19,18700,던킨도너츠,서울 관악구 남부순환로 1640,의정활동 및 상임위 관련 업무 간담회
보건복지위원장,2019-11-19,44200,김가네,서울 관악구 관악로 152,의정활동 및 상임위 관련 업무 간담회
보건복지위원장,2019-11-20,143000,옥천골,서울 관악구 청룡7길 41,의정활동 및 상임위 관련 업무 간담회
보건복지위원장,2019-11-22,186000,들향기칼국수쭈꾸미,서울 관악구 조원중앙로 13,의정활동 및 상임위 관련 업무 간담회
보건복지위원장,2019-11-27,182000,보현푸드,서울 관악구 남부순환로 1802,의정활동 및 상임위 관련 업무 간담회
도시건설위원장,2019-11-12,135000,김밥천국,서울 관악구 난곡로24길 2,의정활동 및 상임위 관련 업무 간담회
도시건설위원장,2019-11-12,65350,파리바게뜨,서울 관악구 호암로 602,의정활동 및 상임위 관련 업무 간담회
도시건설위원장,2019-11-12,185000,선우정,서울 관악구 봉천로12길 60,의정활동 및 상임위 관련 업무 간담회
도시건설위원장,2019-11-17,60000,본가숯불갈비,서울 관악구 난곡로65길 3,의정활동 및 상임위 관련 업무 간담회
도시건설위원장,2019-11-18,24000,통통갈비집,서울 관악구 신림로65길,의정활동 및 상임위 관련 업무 간담회
도시건설위원장,2019-11-18,32000,우성각,서울 관악구 청림2길 2,의정활동 및 상임위 관련 업무 간담회
도시건설위원장,2019-11-28,22000,이가네바지락칼국수,서울 관악구 신림로 153,의정활동 및 상임위 관련 업무 간담회
도시건설위원장,2019-11-28,164000,마당쇠,서울 관악구 남부순환로 1444,의정활동 및 상임위 관련 업무 간담회
의장,2019-12-02,190000,전설의옛날통닭,경기 안양시 만안구 만안로 461,의정활동 및 의회운영 관련 업무유대경비
의장,2019-12-03,56000,생각보다맛있는집,서울 관악구 관악로 152,의정활동 및 의회운영 관련 업무유대경비
의장,2019-12-04,360000,우리동네고기집,서울 관악구 인헌6길 24,의정활동 및 의회운영 관련 업무유대경비
의장,2019-12-05,180500,미스터시래기,서울 서초구 남부순환로 2385,의정활동 및 의회운영 관련 업무유대경비
의장,2019-12-05,62000,마켓동광,서울 서초구 명달로8길 10,의정활동 및 의회운영 관련 업무유대경비
의장,2019-12-09,21000,개성보쌈,서울 강남구 테헤란로103길 8-8,의정활동 및 의회운영 관련 업무유대경비
의장,2019-12-09,11800,테라스,서울 강남구 테헤란로103길 8-7,의정활동 및 의회운영 관련 업무유대경비
의장,2019-12-10,400000,떡보의하루,서울 금천구 가산로 33,의회사무국 직원 생일축하 물품 구입
의장,2019-12-10,420000,감나무집,서울 관악구 관악로11길 20,의정활동 및 의회운영 관련 업무유대경비
의장,2019-12-10,340000,시골집,서울 관악구 낙성대로 22-7,의정활동 및 의회운영 관련 업무유대경비
의장,2019-12-11,286000,강강술래,서울 관악구 남부순환로 1660,의정활동 및 의회운영 관련 업무유대경비
의장,2019-12-11,70000,마켓동광,서울 서초구 명달로8길 10,의정활동 및 의회운영 관련 업무유대경비
의장,2019-12-11,415000,우리동네고기집,서울 관악구 인헌6길 24,의정활동 및 의회운영 관련 업무유대경비
의장,2019-12-12,428000,제주은갈치,서울 관악구 관악로 139,의정활동 및 의회운영 관련 업무유대경비
의장,2019-12-13,60000,소풍가는날,서울 관악구 봉천로 605,의정활동 및 의회운영 관련 업무유대경비
의장,2019-12-13,15150,쟝블랑제리,서울 관악구 낙성대역길 8,의정활동 및 의회운영 관련 업무유대경비
의장,2019-12-13,335000,우리동네고기집,서울 관악구 인헌6길 24,의정활동 및 의회운영 관련 업무유대경비
의장,2019-12-16,28000,콩심,서울 관악구 관악로 144,의정활동 및 의회운영 관련 업무유대경비
의장,2019-12-17,400000,남원추어탕,서울 관악구 쑥고개로 135,의정활동 및 의회운영 관련 업무유대경비
의장,2019-12-17,300000,코코미,서울 관악구 관악로 146,의정활동 및 의회운영 관련 업무유대경비
의장,2019-12-19,350000,제주은갈치,서울 관악구 관악로 139,의정활동 및 의회운영 관련 업무유대경비
의장,2019-12-19,320000,신부산횟집,서울 관악구 봉천로 484,의정활동 및 의회운영 관련 업무유대경비
의장,2019-12-20,60500,파리바게뜨,서울 관악구 난곡로 316,의정활동 및 의회운영 관련 업무유대경비
의장,2019-12-20,100000,와사비,서울 관악구 남부순환로216길 13,의정활동 및 의회운영 관련 업무유대경비
의장,2019-12-23,108000,생각보다맛있는집,서울 관악구 관악로 152,의정활동 및 의회운영 관련 업무유대경비
의장,2019-12-24,180000,쌈마을,서울 관악구 남부순환로226길 31,의정활동 및 의회운영 관련 업무유대경비
의장,2019-12-26,91000,나주곰탕,서울 관악구 신림로28길 30,의정활동 및 의회운영 관련 업무유대경비
의장,2019-12-27,70000,생각보다맛있는집,서울 관악구 관악로 152,의정활동 및 의회운영 관련 업무유대경비
의장,2019-12-30,1000,제주은갈치,서울 관악구 관악로 139,의정활동 및 의회운영 관련 업무유대경비
의장,2019-12-30,60000,제주은갈치,서울 관악구 관악로 139,의정활동 및 의회운영 관련 업무유대경비
부의장,2019-12-01,130000,촌장골,서울 동작구 상도로 142,의회운영 및 의정활동 관련 유대경비
부의장,2019-12-04,54000,고창복의낙지세상,서울 관악구 남부순환로 1725,의회운영 및 의정활동 관련 유대경비
부의장,2019-12-05,150000,쭉심,서울 관악구 신원로 40-11,의회운영 및 의정활동 관련 유대경비
부의장,2019-12-09,81000,장수촌,서울 관악구 봉천로 382,의회운영 및 의정활동 관련 유대경비
부의장,2019-12-12,21000,만리장성,서울 관악구 관악로 146,의회운영 및 의정활동 관련 유대경비
부의장,2019-12-15,67000,구수옥설렁탕,서울 관악구 남부순환로 1696,의회운영 및 의정활동 관련 유대경비
부의장,2019-12-16,51000,은성숯불갈비,서울 관악구 남부순환로 1711,의회운영 및 의정활동 관련 유대경비
부의장,2019-12-17,200000,감나무집,서울 관악구 관악로11길 20,의회운영 및 의정활동 관련 유대경비
부의장,2019-12-18,75000,황복,서울 관악구 봉천로 356,의회운영 및 의정활동 관련 유대경비
부의장,2019-12-25,130000,옛날농장,서울 관악구 봉천로 262,의회운영 및 의정활동 관련 유대경비
부의장,2019-12-26,15000,본죽,서울 관악구 관악로 144,의회운영 및 의정활동 관련 유대경비
의회운영위원장,2019-12-02,250000,김밥,서울 서초구 사임당로 21,의정활동 및 상임위 관련 업무 간담회
의회운영위원장,2019-12-06,200000,교대전집,서울 서초구 서초대로48길 108,의정활동 및 상임위 관련 업무 간담회
의회운영위원장,2019-12-10,100000,작은따옴표,서울 관악구 신원로 5-1,의정활동 및 상임위 관련 업무 간담회
의회운영위원장,2019-12-16,184000,장터순대국,서울 관악구 관천로 29,의정활동 및 상임위 관련 업무 간담회
의회운영위원장,2019-12-16,300000,금비,서울 관악구 신림로 164,의정활동 및 상임위 관련 업무 간담회
의회운영위원장,2019-12-16,45000,우리설렁탕,서울 관악구 신림로 190,의정활동 및 상임위 관련 업무 간담회
의회운영위원장,2019-12-27,151000,다리목,서울 관악구 신림로58가길 7,의정활동 및 상임위 관련 업무 간담회
행정재경위원장,2019-12-01,55900,값진식육,서울 영등포구 선유로 58-4,의정활동 및 상임위  관련 업무 간담회
행정재경위원장,2019-12-06,220000,이가네감자탕,서울 관악구 대학길 52,의정활동 및 상임위  관련 업무 간담회
행정재경위원장,2019-12-08,48000,송원마포갈비,서울 영등포구 도림로147길 2-1,의정활동 및 상임위  관련 업무 간담회
행정재경위원장,2019-12-10,44000,행운포차,서울 금천구 시흥대로50길 11,의정활동 및 상임위  관련 업무 간담회
행정재경위원장,2019-12-12,450000,금비,서울 관악구 신림로 164,의정활동 및 상임위  관련 업무 간담회
행정재경위원장,2019-12-16,300000,명품횡성한우가,서울 관악구 봉천로 266,의정활동 및 상임위  관련 업무 간담회
행정재경위원장,2019-12-17,218000,금비,서울 관악구 신림로 164,의정활동 및 상임위  관련 업무 간담회
행정재경위원장,2019-12-18,157000,나주오리종가,서울 관악구 신원로 15,의정활동 및 상임위  관련 업무 간담회
행정재경위원장,2019-12-19,420000,런던부페,서울 관악구 신림동 1484-1,의정활동 및 상임위  관련 업무 간담회
행정재경위원장,2019-12-20,44000,행운포차,서울 금천구 시흥대로50길 11,의정활동 및 상임위  관련 업무 간담회
행정재경위원장,2019-12-22,250000,이가네감자탕,서울 관악구 대학길 52,의정활동 및 상임위  관련 업무 간담회
행정재경위원장,2019-12-23,31000,전진식당,서울 금천구 금하로29길 13,의정활동 및 상임위  관련 업무 간담회
행정재경위원장,2019-12-24,72000,양평서울해장국,서울 관악구 남부순환로 1465,의정활동 및 상임위  관련 업무 간담회
행정재경위원장,2019-12-25,338000,나주곰탕,서울 관악구 신림로28길 30,의정활동 및 상임위  관련 업무 간담회
행정재경위원장,2019-12-26,92000,아리차이,서울 관악구 신림동길 4,의정활동 및 상임위  관련 업무 간담회
행정재경위원장,2019-12-26,70000,흥부보쌈,서울 관악구 신림로59길 15-13,의정활동 및 상임위  관련 업무 간담회
행정재경위원장,2019-12-26,23500,가빈,서울 관악구 신림로 158,의정활동 및 상임위  관련 업무 간담회
행정재경위원장,2019-12-26,5000,가빈,서울 관악구 신림로 158,의정활동 및 상임위  관련 업무 간담회
행정재경위원장,2019-12-27,350000,통큰대박집,서울 관악구 원신길 11,의정활동 및 상임위  관련 업무 간담회
보건복지위원장,2019-12-04,128000,목포부부아구찜,서울 관악구 남부순환로206길 5,의정활동 및 상임위 관련 업무 간담회
보건복지위원장,2019-12-05,56000,감나무집,서울 관악구 관악로11길 20,의정활동 및 상임위 관련 업무 간담회
보건복지위원장,2019-12-06,79600,자연별곡,서울 관악구 관악로 195,의정활동 및 상임위 관련 업무 간담회
보건복지위원장,2019-12-11,21000,홍콩반점,서울 관악구 관악로 152,의정활동 및 상임위 관련 업무 간담회
보건복지위원장,2019-12-23,31500,메밀꽃밭언덕너머,서울 관악구 관악로 138,의정활동 및 상임위 관련 업무 간담회
보건복지위원장,2019-12-27,217200,보현푸드,서울 관악구 남부순환로 1802,의정활동 및 상임위 관련 업무 간담회
의회사무국,2019-01-02,43000,홍콩반점,서울 관악구 관악로 152,의회신년인사회 준비 관계자 간담회
의회사무국,2019-01-02,56000,사사꼬,서울 관악구 남부순환로 1842,의안 자료연구 및 검토 간담회
의회사무국,2019-01-02,20000,모비딕커피,서울 관악구 관악로 144,의안 자료연구 및 검토 간담회
의회사무국,2019-01-03,1254000,정가,서울 관악구 남부순환로 1710,신년인사회 참석자 간담회
의회사무국,2019-01-03,457000,쌈마을,서울 관악구 남부순환로226길 31,신년인사회 행사직원 간담회
의회사무국,2019-01-03,306800,삼곱식당서울대역점,서울 관악구 관악로16길 38,신년인사회 개최 관련 직원 격려 및 행사 관련 간담회
의회사무국,2019-01-04,35000,산야로,서울 관악구 관악로 111,신년인사회 관련 직원 간담회
의회사무국,2019-01-07,36000,스타벅스,서울 관악구 남부순환로 1812,의회업무 추진을 위한 직원 및 관계자 간담회
의회사무국,2019-01-07,54000,남원추어탕,서울 관악구 쑥고개로 135,의안 자료연구 및 검토 간담회
의회사무국,2019-01-08,31000,오리오리,서울 관악구 관악로12길 3-6,의정 홍보 관련 간담회
의회사무국,2019-01-08,43000,조춘식동갑이네,서울 관악구 봉천로 461,의안 자료연구 및 검토 간담회
의회사무국,2019-01-08,39000,제주은갈치,서울 관악구 관악로 139,의안 자료연구 및 검토 간담회
의회사무국,2019-01-09,129000,코코미,서울 관악구 관악로 146,의회업무 추진을 위한 직원 및 관계자 간담회
의회사무국,2019-01-09,11400,우쥬커피,서울 관악구 관악로12길 5,의회업무 추진을 위한 직원 및 관계자 간담회
의회사무국,2019-01-10,74000,오리오리,서울 관악구 관악로12길 3-6,2019. 1월 의사팀 업무추진 관련 간담회비
의회사무국,2019-01-10,83600,양계장집아들,서울 관악구 쑥고개로 82,사무국 직원 격려
의회사무국,2019-01-11,56000,강촌민물매운탕2호점,서울 동작구 보라매로5길 15,의회업무 추진을 위한 직원 및 관계자 간담회
의회사무국,2019-01-11,51000,청능장,서울 관악구 쑥고개로 112,신년인사회 의원 의전 관련 간담회
의회사무국,2019-01-11,42640,(주)신세계페이먼츠,서울 중구 남대문시장10길 2,의원연구실 소요물품(다과) 구입
의회사무국,2019-01-11,91750,쿠팡,서울 중구 세종대로 39,의원연구실 소요물품(다과) 구입
의회사무국,2019-01-11,98500,쿠우쿠우,서울 관악구 남부순환로 1810,의정 홍보 관련 간담회
의회사무국,2019-01-11,33400,분짜하노이,서울 관악구 관악로 154,의안 자료연구 및 검토 간담회
의회사무국,2019-01-11,13320,투썸서울대입구역,서울 관악구 관악로 157,의안 자료연구 및 검토 간담회
의회사무국,2019-01-11,13000,어메칼국수,서울 관악구 관악로 154-6,의안 자료연구 및 검토 간담회
의회사무국,2019-01-11,75000,심통난초밥,서울 관악구 남부순환로 1827,의안 자료연구 및 검토 간담회
의회사무국,2019-01-14,29000,인생극장,서울 관악구 신림로 280,의안 자료연구 및 검토 간담회
의회사무국,2019-01-14,39500,어메칼국수,서울 관악구 관악로 154-6,의안 자료연구 및 검토 간담회
의회사무국,2019-01-14,45000,심통난초밥,서울 관악구 남부순환로 1827,의안 자료연구 및 검토 간담회
의회사무국,2019-01-16,28000,강촌민물매운탕2호점,서울 동작구 보라매로5길 15,의회업무 추진을 위한 직원 및 관계자 간담회
의회사무국,2019-01-16,295000,강강술래,서울 관악구 남부순환로 1660,제255회 임시회 운영 관련 사무국 직원 격려
의회사무국,2019-01-16,70000,홍매,서울 관악구 남부순환로210길 9,의안 자료연구 및 검토 간담회
의회사무국,2019-01-17,194600,자연별곡,서울 관악구 관악로 195,의정 홍보 관련 간담회
의회사무국,2019-01-17,26500,어메칼국수,서울 관악구 관악로 154-6,의안 자료연구 및 검토 간담회
의회사무국,2019-01-18,49900,오븐에빠진닭,서울 관악구 관악로 153,의회업무 추진을 위한 직원 및 관계자 간담회
의회사무국,2019-01-18,39000,완산정,서울 관악구 봉천로 484,제255회 임시회 운영 관련 직원 간담회
의회사무국,2019-01-18,18000,영덕물회막회,서울 관악구 관악로16길 35,의안 자료연구 및 검토 간담회
의회사무국,2019-01-22,34600,우쥬커피,서울 관악구 관악로12길 5,의회업무 추진을 위한 직원 및 관계자 간담회
의회사무국,2019-01-22,87000,오리오리,서울 관악구 관악로12길 3-6,제255회 임시회 운영 관련 직원 간담회
의회사무국,2019-01-22,28000,하노이별,서울 관악구 관악로 144,의안 자료연구 및 검토 간담회
의회사무국,2019-01-23,47000,홍콩반점,서울 관악구 관악로 152,의정업무 추진관계자 간담회
의회사무국,2019-01-23,81000,우리참순대,서울 관악구 관악로 148,2019. 1월 의사팀 업무추진 관련 간담회비
의회사무국,2019-01-23,57700,우쥬커피,서울 관악구 관악로12길 5,2019. 1월 의사팀 업무추진 관련 간담회비
의회사무국,2019-01-23,18000,남원추어탕,서울 관악구 쑥고개로 135,의안 자료연구 및 검토 간담회
의회사무국,2019-01-24,40000,먹쉬돈나,서울 관악구 남부순환로220길 49,의정 홍보 관련 간담회
의회사무국,2019-01-24,280000,시골집,서울 관악구 낙성대로 22-8,사무국 직원 격려
의회사무국,2019-01-24,29000,본전순대국,서울 관악구 봉천로 399,의안 자료연구 및 검토 간담회
의회사무국,2019-01-24,30000,카페모아,서울 관악구 관악로 145,의안 자료연구 및 검토 간담회
의회사무국,2019-01-24,25000,먹쉬돈나,서울 관악구 남부순환로220길 49,의안 자료연구 및 검토 간담회
의회사무국,2019-01-25,96000,떡보의하루,서울 금천구 가산로 33범안로,의원연구실 소요물품(다과) 구입
의회사무국,2019-01-25,320000,감나무집,서울 관악구 관악로11길 20,창녕군의회 대표단 방문에 따른 간담회비 지출
의회사무국,2019-01-28,46000,라온,서울 관악구 관악로14길 28,의정 홍보 관련 간담회
의회사무국,2019-01-28,32000,오리오리,서울 관악구 관악로12길 3-6,의안 자료연구 및 검토 간담회
의회사무국,2019-01-29,42000,강촌민물매운탕2호점,서울 동작구 보라매로5길 15,의회업무 추진을 위한 직원 및 관계자 간담회
의회사무국,2019-01-29,19500,얼큰수제비해물칼국수,서울 관악구 관악로 113,의안 자료연구 및 검토 간담회
의회사무국,2019-01-29,12000,일로까페,서울 관악구 관악로 125,의안 자료연구 및 검토 간담회
의회사무국,2019-01-29,45200,옷살,서울 관악구 관악로 164,의안 자료연구 및 검토 간담회
의회사무국,2019-01-30,33500,청능장,서울 관악구 쑥고개로 112,의정업무 추진관계자 간담회
의회사무국,2019-02-01,68000,산야로,서울 관악구 관악로 111,설연휴 대청소 관계자 간담회
의회사무국,2019-02-01,28000,무교동본낙지,서울 동작구 보라매로5길 15,의회업무 추진을 위한 직원 및 관계자 간담회 등
의회사무국,2019-02-07,46500,엔조 파스타&피자,서울 관악구 관악로 154,의회 홍보 관련 간담회비 지출
의회사무국,2019-02-07,45000,한근한방삼계탕,서울 관악구 봉천로 396,의회업무 추진을 위한 직원 및 관계자 간담회 등
의회사무국,2019-02-08,48000,티라노,서울 관악구 남부순환로230길,2019. 2월 의사팀 업무추진 관련 간담회비 지출
의회사무국,2019-02-08,39000,메밀꽃밭언덕너머,서울 관악구 관악로 138,의안 자료연구 및 검토 간담회
의회사무국,2019-02-08,165000,정수사,서울 관악구 관악로 263,의정업무 추진관계자 간담회
의회사무국,2019-02-08,26000,양평해장국,서울 관악구 봉천로 229,의안 자료연구 및 검토 간담회
의회사무국,2019-02-08,250000,시골집,서울 관악구 낙성대로 22-7,사무국 직원 격려
의회사무국,2019-02-11,80000,강강술래,서울 관악구 남부순환로 1660,의회업무 추진을 위한 직원 및 관계자 간담회 등
의회사무국,2019-02-12,45500,홍콩반점,서울 관악구 관악로 152,보훈회관 개관식 행사 관련 간담회
