,2022-01-01 ~ 2022-01-31,,,,,,
,키워드,사용자,세션,이탈수,이탈율,세션당PV,구매
,프라임안심, ₩ 7 ,  7 ,  2 ,28.57%,  2.00 ,  - 
,한우++, ₩ 11 ,  11 ,  4 ,36.36%,  5.34 ,  - 
,한우1+, ₩ 6 ,  6 ,  1 ,16.67%,  1.00 ,  - 
,한우1++, ₩ 79 ,  84 ,  29 ,34.52%,  2.28 ,  - 
,한우1++등심, ₩ 1 ,  1 ,  1 ,100.00%,  2.00 ,  - 
,한우1등급안심, ₩ 1 ,  1 ,  1 ,100.00%,  1.00 ,  - 
,한우가격, ₩ 78 ,  78 ,  41 ,52.56%,  4.00 ,  - 
,한우갈비세트, ₩ 18 ,  18 ,  12 ,66.67%,  1.48 ,  - 
,한우고기, ₩ 17 ,  17 ,  7 ,41.18%,  1.00 ,  - 
,한우구이세트, ₩ 7 ,  7 ,  1 ,14.29%,  2.00 ,  - 
,한우국거리, ₩ 35 ,  35 ,  26 ,74.29%,  3.83 ,  - 
,한우국거리부위, ₩ 1 ,  1 ,  - ,0.00%,  2.00 ,  - 
,한우꼬리, ₩ 15 ,  15 ,  8 ,53.33%,  2.85 ,  - 
,한우꽃갈비, ₩ 1 ,  1 ,  1 ,100.00%,  2.00 ,  - 
,한우꽃갈비살, ₩ 5 ,  5 ,  2 ,40.00%,  1.00 ,  - 
,한우꽃등심가격, ₩ 4 ,  4 ,  3 ,75.00%,  5.10 ,  - 
,한우꽃등심선물세트, ₩ 1 ,  1 ,  - ,0.00%,  1.00 ,  - 
,한우꽃등심스테이크, ₩ 1 ,  1 ,  1 ,100.00%,  3.95 ,  - 
,한우늑간살, ₩ 1 ,  1 ,  1 ,100.00%,  2.00 ,  - 
,한우등심, ₩ 44 ,  45 ,  17 ,37.78%,  2.02 ,  - 
,한우등심가격, ₩ 49 ,  53 ,  30 ,56.60%,  1.75 ,  - 
,한우등심구이, ₩ 13 ,  13 ,  6 ,46.15%,  2.58 ,  - 
,한우등심선물세트, ₩ 4 ,  4 ,  2 ,50.00%,  4.50 ,  - 
,한우등심세트, ₩ 1 ,  1 ,  1 ,100.00%,  10.50 ,  - 
,한우립아이, ₩ 1 ,  3 ,  2 ,66.67%,  2.97 ,  - 
,한우명절선물, ₩ 3 ,  3 ,  - ,0.00%,  5.00 ,  - 
,한우명절세트, ₩ 1 ,  1 ,  - ,0.00%,  7.50 ,  - 
,한우모듬, ₩ 11 ,  11 ,  6 ,54.55%,  2.50 ,  - 
,한우모듬구이, ₩ 12 ,  12 ,  7 ,58.33%,  7.20 ,  - 
,한우불고기, ₩ 23 ,  23 ,  17 ,73.91%,  2.84 ,  - 
,한우사이트, ₩ 2 ,  3 ,  1 ,33.33%,  2.33 ,  - 
,한우살치살, ₩ 122 ,  129 ,  52 ,40.31%,  1.50 ,  - 
,한우생갈비, ₩ 48 ,  49 ,  27 ,55.10%,  1.00 ,  - 
,한우선물셋트, ₩ 7 ,  7 ,  3 ,42.86%,  1.33 ,  - 
,한우설선물, ₩ 4 ,  5 ,  - ,0.00%,  1.00 ,  - 
,한우설선물세트, ₩ 7 ,  7 ,  - ,0.00%,  1.33 ,  - 
,한우셋트, ₩ 4 ,  4 ,  1 ,25.00%,  3.00 ,  - 
,한우소꼬리, ₩ 11 ,  11 ,  5 ,45.45%,  4.33 ,  - 
,한우쇼핑몰, ₩ 38 ,  47 ,  14 ,29.79%,  1.00 ,  - 
,한우스테이크용, ₩ 1 ,  1 ,  1 ,100.00%,  6.00 ,  - 
,한우안심가격, ₩ 43 ,  45 ,  34 ,75.56%,  1.75 ,  - 
,한우안심선물세트, ₩ 2 ,  2 ,  - ,0.00%,  3.58 ,  - 
,한우안심세트, ₩ 2 ,  2 ,  1 ,50.00%,  1.88 ,  - 
,한우안심스테이크, ₩ 23 ,  26 ,  14 ,53.85%,  3.33 ,  - 
,한우안심슬라이스, ₩ 2 ,  2 ,  - ,0.00%,  2.78 ,  - 
,한우알등심, ₩ 2 ,  3 ,  1 ,33.33%,  2.06 ,  - 
,한우암소등심, ₩ 1 ,  1 ,  - ,0.00%,  1.00 ,  - 
,한우양지, ₩ 18 ,  19 ,  14 ,73.68%,  4.33 ,  - 
,한우우둔살가격, ₩ 1 ,  2 ,  - ,0.00%,  2.00 ,  - 
,한우유명한곳, ₩ 3 ,  3 ,  - ,0.00%,  1.00 ,  - 
,한우이유식, ₩ 3 ,  3 ,  - ,0.00%,  4.93 ,  - 
,한우차돌, ₩ 3 ,  3 ,  3 ,100.00%,  3.17 ,  - 
,한우차돌박이, ₩ 34 ,  35 ,  15 ,42.86%,  7.17 ,  - 
,한우채끝, ₩ 33 ,  34 ,  13 ,38.24%,  3.27 ,  - 
,한우채끝등심, ₩ 10 ,  10 ,  4 ,40.00%,  1.00 ,  - 
,한우채끝살, ₩ 16 ,  17 ,  11 ,64.71%,  2.44 ,  - 
,한우채끝스테이크, ₩ 2 ,  2 ,  - ,0.00%,  1.65 ,  - 
,한우토시살, ₩ 17 ,  18 ,  9 ,50.00%,  3.90 ,  - 
,한우투뿔등심,3,3,1,33.33%,  1.71 ,  - 
,한우투뿔안심,2,6,2,33.33%,  1.00 ,  - 
,한우판매,5,5,3,60.00%,  1.67 ,  - 
,할머니설날선물,1,1,1,100.00%,  1.00 ,  - 
,홈파티,18,19,11,57.89%,  5.00 ,  - 
,홈파티고기세트,1,1,1,100.00%,  2.00 ,  - 
,홈파티세트,4,5,4,80.00%,  2.50 ,  - 
,홈파티스테이크,1,1,0,0.00%,  1.28 ,  - 
,홈파티요리,4,4,3,75.00%,  1.54 ,  - 
,홈파티음식,117,117,99,84.62%,  1.33 ,  - 
,회사명절선물,3,3,2,66.67%,  5.00 ,  - 
,회사명절선물세트,3,3,2,66.67%,  1.33 ,  - 
,회사선물,3,3,2,66.67%,  3.83 ,  - 
,회사선물세트,3,3,2,66.67%,  1.00 ,  - 
,회사설선물세트,4,4,3,75.00%,  2.21 ,  - 
,회사직원선물,1,1,1,100.00%,  5.50 ,  - 
,횡성한우선물세트,109,112,51,45.54%,  4.00 ,  - 
