검색어,캠페인,클릭수,비용,CPC,사용자,세션,이탈률,세션당 페이지수,문의하기 완료(유효성체크완료) (목표 5 전환율),문의하기 완료(유효성체크완료) (목표 5 완료 수)
약 구매 대행,2_주력 상품,1,263.00,263.00,0,0,0.00%,0.00,0.00%,0
약 자동 포장기,①_풀필먼트,0,0.00,0.00,1,1,100.00%,1.00,0.00%,0
약 자동 포장기,2_주력 상품,1,273.00,273.00,0,0,0.00%,0.00,0.00%,0
약품 도매,②_드랍쉬핑,0,0.00,0.00,1,1,100.00%,1.00,0.00%,0
약품 도매,2_주력 상품,1,184.00,184.00,0,0,0.00%,0.00,0.00%,0
얌얌 박스 어떤 회사 인가,①_풀필먼트,0,0.00,0.00,1,1,100.00%,1.00,0.00%,0
양말 도매 시장,②_드랍쉬핑,0,0.00,0.00,1,1,100.00%,1.00,0.00%,0
양말 도매 시장,2_주력 상품,1,218.00,218.00,0,0,0.00%,0.00,0.00%,0
양봉 월동 포장,2_주력 상품,1,222.00,222.00,0,0,0.00%,0.00,0.00%,0
양산 3pl 업체,③_3PL/4PL,0,0.00,0.00,1,1,0.00%,6.00,0.00%,0
양산 도매,2_주력 상품,0,0.00,0.00,1,1,0.00%,3.00,0.00%,0
양산 지입차,2_주력 상품,1,30.00,30.00,2,2,100.00%,1.00,0.00%,0
양산 지입차,③_3PL/4PL,0,0.00,0.00,1,1,100.00%,1.00,0.00%,0
양산 택배 상하차,③_3PL/4PL,0,0.00,0.00,1,1,100.00%,1.00,0.00%,0
양재 아이티,①_풀필먼트,0,0.00,0.00,1,1,100.00%,1.00,0.00%,0
양재 아이티,2_주력 상품,1,271.00,271.00,0,0,0.00%,0.00,0.00%,0
양재 화물 터미널,①_풀필먼트,0,0.00,0.00,1,1,100.00%,1.00,0.00%,0
양재 화물 터미널,2_주력 상품,1,56.00,56.00,0,0,0.00%,0.00,0.00%,0
양재 it,①_풀필먼트,0,0.00,0.00,1,1,100.00%,1.00,0.00%,0
양재 it,2_주력 상품,1,196.00,196.00,0,0,0.00%,0.00,0.00%,0
양주 도매,②_드랍쉬핑,0,0.00,0.00,2,2,100.00%,1.00,0.00%,0
양주 도매,2_주력 상품,2,394.00,197.00,0,0,0.00%,0.00,0.00%,0
양지 물류 센터,①_풀필먼트,0,0.00,0.00,1,1,100.00%,1.00,0.00%,0
양지 물류 센터,2_주력 상품,1,239.00,239.00,0,0,0.00%,0.00,0.00%,0
양천구 골판지 박스 구매,②_택배,0,0.00,0.00,1,1,100.00%,1.00,0.00%,0
양파 냉동 보관,2_주력 상품,1,211.00,211.00,0,0,0.00%,0.00,0.00%,0
양파 냉동 보관,④_냉장냉동,0,0.00,0.00,1,1,100.00%,1.00,0.00%,0
양파 저장 온도,①_풀필먼트,0,0.00,0.00,2,2,100.00%,1.00,0.00%,0
양파 저장 온도,2_주력 상품,2,425.00,212.50,0,0,0.00%,0.00,0.00%,0
양평읍 컨테이너,①_풀필먼트,0,0.00,0.00,1,1,100.00%,1.00,0.00%,0
어넌 직구,②_드랍쉬핑,0,0.00,0.00,1,1,100.00%,1.00,0.00%,0
업소용 냉동 식품,2_주력 상품,1,275.00,275.00,0,0,0.00%,0.00,0.00%,0
업소용 냉장고 가격 비교,2_주력 상품,1,216.00,216.00,0,0,0.00%,0.00,0.00%,0
업소용 냉장고 가격 비교,④_냉장냉동,0,0.00,0.00,1,1,100.00%,1.00,0.00%,0
업소용 밀 키트,④_냉장냉동,0,0.00,0.00,1,1,100.00%,1.00,0.00%,0
업소용 저장 냉장고 가격,④_냉장냉동,0,0.00,0.00,1,1,100.00%,1.00,0.00%,0
에고이스트이 월 상품,2_주력 상품,0,0.00,0.00,1,1,100.00%,1.00,0.00%,0
에어 캡 비닐 하우스,②_택배,0,0.00,0.00,1,1,100.00%,1.00,0.00%,0
에이 앤 에이 로지스틱스,①_풀필먼트,0,0.00,0.00,1,1,100.00%,1.00,0.00%,0
에이씨 티앤 코아 물류,②_택배,0,0.00,0.00,2,2,50.00%,1.50,0.00%,0
에이씨 티앤 코아 물류,3_비주력 상품,3,1056.00,352.00,0,0,0.00%,0.00,0.00%,0
에이씨이 익스프레스 통관,①_풀필먼트,0,0.00,0.00,1,1,100.00%,1.00,0.00%,0
에이씨이 익스프레스 통관,2_주력 상품,1,257.00,257.00,0,0,0.00%,0.00,0.00%,0
에칠 이소시아네이트 수입 대행,②_드랍쉬핑,0,0.00,0.00,1,1,100.00%,1.00,0.00%,0
에코 골프화 직구,②_드랍쉬핑,0,0.00,0.00,1,1,100.00%,1.00,0.00%,0
에코 골프화 직구,2_주력 상품,1,232.00,232.00,0,0,0.00%,0.00,0.00%,0
에코 엑스 랩,①_풀필먼트,0,0.00,0.00,1,1,0.00%,4.00,0.00%,0
에코 엑스 랩,2_주력 상품,1,250.00,250.00,0,0,0.00%,0.00,0.00%,0
에하임 2217 해외 지구 방법,②_드랍쉬핑,0,0.00,0.00,1,1,100.00%,1.00,0.00%,0
엑셀 로 택배 송장 만들기,②_택배,0,0.00,0.00,1,1,100.00%,1.00,0.00%,0
엑셀 바코드 재고 관리,①_풀필먼트,0,0.00,0.00,1,1,100.00%,1.00,0.00%,0
엑셀 바코드 재고 관리,2_주력 상품,1,265.00,265.00,0,0,0.00%,0.00,0.00%,0
엑셀 인당 생산 수량,①_풀필먼트,0,0.00,0.00,1,1,0.00%,2.00,0.00%,0
엑셀 재고 관리 양식,①_풀필먼트,0,0.00,0.00,1,1,100.00%,1.00,0.00%,0
엑셀 재고 관리 양식,2_주력 상품,1,256.00,256.00,0,0,0.00%,0.00,0.00%,0
엑소 후레쉬,①_풀필먼트,0,0.00,0.00,1,1,100.00%,1.00,0.00%,0
엑소 후레쉬,2_주력 상품,1,236.00,236.00,0,0,0.00%,0.00,0.00%,0
엔터 라인,①_풀필먼트,0,0.00,0.00,1,1,100.00%,1.00,0.00%,0
엔터 라인,2_주력 상품,1,284.00,284.00,0,0,0.00%,0.00,0.00%,0
엘지 배송 센터,①_풀필먼트,0,0.00,0.00,1,1,0.00%,2.00,0.00%,0
여수 스마트 물류 플랫폼 ppt,①_풀필먼트,0,0.00,0.00,1,1,100.00%,1.00,0.00%,0
여자 쿠팡 물류 센터 알바,①_풀필먼트,0,0.00,0.00,1,1,100.00%,1.00,0.00%,0
여자 쿠팡 물류 센터 알바,2_주력 상품,2,504.00,252.00,0,0,0.00%,0.00,0.00%,0
여주 물류 창고 부지 매매,④_냉장냉동,0,0.00,0.00,1,1,100.00%,1.00,0.00%,0
여주 이마트 물류 배송,④_냉장냉동,0,0.00,0.00,1,1,100.00%,1.00,0.00%,0
역 구매 대행,2_주력 상품,1,280.00,280.00,0,0,0.00%,0.00,0.00%,0
역 직구 문제점,②_드랍쉬핑,0,0.00,0.00,1,1,100.00%,1.00,0.00%,0
역 직구 문제점,2_주력 상품,1,300.00,300.00,0,0,0.00%,0.00,0.00%,0
역 직구 배송 대행,②_드랍쉬핑,0,0.00,0.00,1,1,100.00%,1.00,0.00%,0
역 직구 배송 대행,2_주력 상품,1,273.00,273.00,0,0,0.00%,0.00,0.00%,0
역 직구 창업,②_드랍쉬핑,0,0.00,0.00,1,1,100.00%,1.00,0.00%,0
역 직구 창업,2_주력 상품,1,255.00,255.00,0,0,0.00%,0.00,0.00%,0
역 직구 플랫폼,②_드랍쉬핑,0,0.00,0.00,1,1,0.00%,10.00,0.00%,0
역 직구 플랫폼,2_주력 상품,1,290.00,290.00,0,0,0.00%,0.00,0.00%,0
열 접착기,①_풀필먼트,0,0.00,0.00,1,1,100.00%,1.00,0.00%,0
영국 물류 대란,①_풀필먼트,0,0.00,0.00,1,2,100.00%,1.00,0.00%,0
영국 물류 대란,2_주력 상품,1,241.00,241.00,0,0,0.00%,0.00,0.00%,0
영국 아마존,②_드랍쉬핑,0,0.00,0.00,1,1,100.00%,1.00,0.00%,0
영국 아마존,2_주력 상품,1,264.00,264.00,0,0,0.00%,0.00,0.00%,0
영수증 보관,①_풀필먼트,0,0.00,0.00,1,1,100.00%,1.00,0.00%,0
영수증 보관,2_주력 상품,1,231.00,231.00,0,0,0.00%,0.00,0.00%,0
영업용 냉장 중고 창고,①_풀필먼트,0,0.00,0.00,1,1,100.00%,1.00,0.00%,0
영업용 냉장고 가격,2_주력 상품,3,552.00,184.00,0,0,0.00%,0.00,0.00%,0
영업용 냉장고 가격,④_냉장냉동,0,0.00,0.00,2,3,100.00%,1.00,0.00%,0
영종도 냉장 창고 대여,④_냉장냉동,0,0.00,0.00,1,1,0.00%,5.00,0.00%,0
영천 냉동 창고 대여,④_냉장냉동,0,0.00,0.00,1,1,0.00%,5.00,0.00%,0
영하 40 도 냉동 창고,④_냉장냉동,0,0.00,0.00,1,1,100.00%,1.00,0.00%,0
예 반스 밀 키트,2_주력 상품,1,223.00,223.00,0,0,0.00%,0.00,0.00%,0
예 반스 밀 키트,④_냉장냉동,0,0.00,0.00,1,1,100.00%,1.00,0.00%,0
예스 24 물류 센터,①_풀필먼트,0,0.00,0.00,1,1,100.00%,1.00,0.00%,0
예스 24 물류 센터,2_주력 상품,1,238.00,238.00,0,0,0.00%,0.00,0.00%,0
옛날 과자 도매,②_드랍쉬핑,0,0.00,0.00,1,1,100.00%,1.00,0.00%,0
옛날 과자 도매,2_주력 상품,1,178.00,178.00,0,0,0.00%,0.00,0.00%,0
오 마리오 슬릭 직구,②_드랍쉬핑,0,0.00,0.00,1,1,100.00%,1.00,0.00%,0
오리 도매,②_드랍쉬핑,0,0.00,0.00,2,2,50.00%,1.50,0.00%,0
오리 도매,2_주력 상품,2,467.00,233.50,0,0,0.00%,0.00,0.00%,0
오리온 물류,③_기타,0,0.00,0.00,1,1,100.00%,1.00,0.00%,0
오메가 3 직구 추천,2_주력 상품,1,283.00,283.00,0,0,0.00%,0.00,0.00%,0
오산 물류 센터 신발,①_풀필먼트,0,0.00,0.00,1,1,100.00%,1.00,0.00%,0
오산 물류 센터 신발 구매,①_풀필먼트,0,0.00,0.00,1,1,100.00%,1.00,0.00%,0
오세용 택배,②_택배,0,0.00,0.00,1,1,100.00%,1.00,0.00%,0
오세용 택배,3_비주력 상품,1,284.00,284.00,0,0,0.00%,0.00,0.00%,0
오아시스 마켓 물류,2_주력 상품,1,75.00,75.00,0,0,0.00%,0.00,0.00%,0
오아시스 마켓 물류,④_냉장냉동,0,0.00,0.00,1,1,100.00%,1.00,0.00%,0
오아시스 마켓 물류 센터,2_주력 상품,1,231.00,231.00,0,0,0.00%,0.00,0.00%,0
오아시스 마켓 물류 센터,④_냉장냉동,0,0.00,0.00,1,1,100.00%,1.00,0.00%,0
오아시스 마켓 물류 후기,④_냉장냉동,0,0.00,0.00,1,1,100.00%,1.00,0.00%,0
오아시스 마켓 배송 기사,④_냉장냉동,0,0.00,0.00,1,1,100.00%,1.00,0.00%,0
오아시스 마켓 컬리,2_주력 상품,2,399.00,199.50,0,0,0.00%,0.00,0.00%,0
오아시스 마켓 컬리,④_냉장냉동,0,0.00,0.00,2,2,100.00%,1.00,0.00%,0
오아시스 마켓 컬리 비교,2_주력 상품,1,191.00,191.00,0,0,0.00%,0.00,0.00%,0
오아시스 마켓 컬리 비교,④_냉장냉동,0,0.00,0.00,1,1,0.00%,3.00,0.00%,0
오전 배송 업체,②_택배,0,0.00,0.00,1,5,80.00%,1.80,0.00%,0
오카 도 물류,②_택배,0,0.00,0.00,1,1,100.00%,1.00,0.00%,0
오토 스토어,①_풀필먼트,0,0.00,0.00,1,1,100.00%,1.00,0.00%,0
오토 스토어,2_주력 상품,1,200.00,200.00,0,0,0.00%,0.00,0.00%,0
오프라인 의류 물류 시스템,①_풀필먼트,0,0.00,0.00,1,1,100.00%,1.00,0.00%,0
오픈 마켓 등록,①_풀필먼트,0,0.00,0.00,1,1,0.00%,3.00,0.00%,0
오피스 라벨 16 칸,①_풀필먼트,0,0.00,0.00,1,2,100.00%,1.00,0.00%,0
옥션 개인 통관 고유 부호 발급 방법,②_드랍쉬핑,0,0.00,0.00,1,1,0.00%,2.00,0.00%,0
옥천 cj,3_비주력 상품,1,298.00,298.00,0,0,0.00%,0.00,0.00%,0
온라인 구매 대행,2_주력 상품,1,278.00,278.00,0,0,0.00%,0.00,0.00%,0
온라인 물류 운영,①_풀필먼트,0,0.00,0.00,1,1,100.00%,1.00,0.00%,0
온라인 수출 플랫폼,①_풀필먼트,0,0.00,0.00,1,3,100.00%,1.00,0.00%,0
온라인 수출 플랫폼,2_주력 상품,1,255.00,255.00,0,0,0.00%,0.00,0.00%,0
온라인 업계 최초로 산지 에서 문 앞 까지 상온 냉장 냉동 상품 을 분리 포장 후,③_기타,0,0.00,0.00,1,1,100.00%,1.00,0.00%,0
온라인 전용 물류,2_주력 상품,0,0.00,0.00,1,1,0.00%,7.00,0.00%,0
온라인 창고,①_창고,0,0.00,0.00,1,1,100.00%,1.00,0.00%,0
와디 즈 풀필 먼트 후기,①_풀필먼트,0,0.00,0.00,1,1,0.00%,7.00,0.00%,0
와인 물류,①_창고,0,0.00,0.00,1,1,100.00%,1.00,0.00%,0
완도 광어 회 택배,②_택배,0,0.00,0.00,1,1,100.00%,1.00,0.00%,0
완도 광어 회 택배,3_비주력 상품,1,234.00,234.00,0,0,0.00%,0.00,0.00%,0
외국 에 김치 보내는 방법,3_비주력 상품,1,284.00,284.00,0,0,0.00%,0.00,0.00%,0
외국 택배 조회,②_택배,0,0.00,0.00,1,1,100.00%,1.00,0.00%,0
외국 택배 조회,3_비주력 상품,1,300.00,300.00,0,0,0.00%,0.00,0.00%,0
외국인 친구 택배,②_택배,0,0.00,0.00,1,1,100.00%,1.00,0.00%,0
외식업 물류 공장 수익률,③_기타,0,0.00,0.00,1,1,100.00%,1.00,0.00%,0
요 수수 직구 방법,②_드랍쉬핑,0,0.00,0.00,1,1,100.00%,1.00,0.00%,0
요르단 까지 차동차 수출 업체,①_풀필먼트,0,0.00,0.00,1,1,100.00%,1.00,0.00%,0
요소 수 해외 직구,②_드랍쉬핑,0,0.00,0.00,4,4,100.00%,1.00,0.00%,0
요소 수 해외 직구,2_주력 상품,4,883.00,220.75,0,0,0.00%,0.00,0.00%,0
요수 직구,②_드랍쉬핑,0,0.00,0.00,1,1,100.00%,1.00,0.00%,0
용인 3pl,①_풀필먼트,0,0.00,0.00,1,1,100.00%,1.00,0.00%,0
용인 3pl,③_3PL/4PL,0,0.00,0.00,1,1,100.00%,1.00,0.00%,0
용인 고매동 명품 옷 물류 센터,①_풀필먼트,0,0.00,0.00,1,1,100.00%,1.00,0.00%,0
용인 국제 물류 4.0,①_풀필먼트,0,0.00,0.00,1,1,100.00%,1.00,0.00%,0
용인 국제 물류 4.0,2_주력 상품,1,222.00,222.00,0,0,0.00%,0.00,0.00%,0
용인 hub,2_주력 상품,2,372.00,186.00,0,0,0.00%,0.00,0.00%,0
용인 hub,3_비주력 상품,1,268.00,268.00,0,0,0.00%,0.00,0.00%,0
우 제국,3_비주력 상품,1,125.00,125.00,0,0,0.00%,0.00,0.00%,0
우 채국,3_비주력 상품,1,123.00,123.00,0,0,0.00%,0.00,0.00%,0
우레탄 냉동 판넬,④_냉장냉동,0,0.00,0.00,1,1,100.00%,1.00,0.00%,0
우양 냉동 식품,2_주력 상품,1,220.00,220.00,0,0,0.00%,0.00,0.00%,0
우양 냉동 식품,④_냉장냉동,0,0.00,0.00,1,1,0.00%,2.00,0.00%,0
우유 도매,②_드랍쉬핑,0,0.00,0.00,1,1,100.00%,1.00,0.00%,0
우유 도매,2_주력 상품,1,194.00,194.00,0,0,0.00%,0.00,0.00%,0
우체국,②_드랍쉬핑,0,0.00,0.00,1,1,100.00%,1.00,0.00%,0
우체국,2_주력 상품,17,2119.00,124.65,0,0,0.00%,0.00,0.00%,0
우체국,②_택배,0,0.00,0.00,6,6,100.00%,1.00,0.00%,0
우체국,3_비주력 상품,23,3208.00,139.48,0,0,0.00%,0.00,0.00%,0
우체국 국제 배송,②_드랍쉬핑,0,0.00,0.00,1,1,100.00%,1.00,0.00%,0
우체국 국제 배송,2_주력 상품,1,272.00,272.00,0,0,0.00%,0.00,0.00%,0
우체국 국제 소포 규격,②_택배,0,0.00,0.00,1,1,100.00%,1.00,0.00%,0
우체국 국제 소포 규격,3_비주력 상품,1,298.00,298.00,0,0,0.00%,0.00,0.00%,0
우체국 국제 택배,②_택배,0,0.00,0.00,1,1,0.00%,3.00,0.00%,0
우체국 국제 택배,3_비주력 상품,1,460.00,460.00,0,0,0.00%,0.00,0.00%,0
우체국 국제 특송,①_풀필먼트,0,0.00,0.00,1,1,100.00%,1.00,0.00%,0
우체국 국제 특송,2_주력 상품,1,247.00,247.00,0,0,0.00%,0.00,0.00%,0
우체국 근무,②_택배,0,0.00,0.00,1,1,100.00%,1.00,0.00%,0
우체국 근무,3_비주력 상품,1,219.00,219.00,0,0,0.00%,0.00,0.00%,0
우체국 물류 센터,3_비주력 상품,1,289.00,289.00,0,0,0.00%,0.00,0.00%,0
우체국 선박 택배 요금,②_택배,0,0.00,0.00,1,1,100.00%,1.00,0.00%,0
우체국 선박 택배 요금,3_비주력 상품,1,408.00,408.00,0,0,0.00%,0.00,0.00%,0
우체국 소포 박스 크기,②_택배,0,0.00,0.00,1,1,100.00%,1.00,0.00%,0
우체국 소포 박스 크기,3_비주력 상품,1,280.00,280.00,0,0,0.00%,0.00,0.00%,0
우체국 지입차,②_택배,0,0.00,0.00,1,1,100.00%,1.00,0.00%,0
우체국 지입차,3_비주력 상품,1,57.00,57.00,0,0,0.00%,0.00,0.00%,0
우체국 택배,②_택배,0,0.00,0.00,6,7,71.43%,1.29,0.00%,0
우체국 택배,3_비주력 상품,8,2318.00,289.75,2,2,50.00%,2.00,0.00%,0
우체국 택배 광저우 배 대지,②_드랍쉬핑,0,0.00,0.00,1,1,0.00%,2.00,0.00%,0
우체국 택배 국제 배송,3_비주력 상품,1,413.00,413.00,0,0,0.00%,0.00,0.00%,0
우체국 택배 방문 접수 시간,②_택배,0,0.00,0.00,1,1,100.00%,1.00,0.00%,0
우체국 택배 방문 접수 시간,3_비주력 상품,1,294.00,294.00,0,0,0.00%,0.00,0.00%,0
우체국 택배 배송 기간,3_비주력 상품,1,280.00,280.00,0,0,0.00%,0.00,0.00%,0
우체국 택배 배송 시간,②_택배,0,0.00,0.00,2,2,100.00%,1.00,0.00%,0
우체국 택배 배송 시간,3_비주력 상품,2,598.00,299.00,0,0,0.00%,0.00,0.00%,0
우체국 택배 보내는 법,②_택배,0,0.00,0.00,2,2,100.00%,1.00,0.00%,0
우체국 택배 보내는 법,3_비주력 상품,2,564.00,282.00,0,0,0.00%,0.00,0.00%,0
우체국 택배 tracking,②_택배,0,0.00,0.00,1,1,100.00%,1.00,0.00%,0
우체국 택배 tracking,3_비주력 상품,1,491.00,491.00,0,0,0.00%,0.00,0.00%,0
우체국 ems 스마트 접수,②_택배,0,0.00,0.00,1,1,100.00%,1.00,0.00%,0
우체국 ems 스마트 접수,3_비주력 상품,1,295.00,295.00,0,0,0.00%,0.00,0.00%,0
우편 발송 대행,②_택배,0,0.00,0.00,1,1,0.00%,2.00,0.00%,0
우편 발송 대행,3_비주력 상품,1,279.00,279.00,0,0,0.00%,0.00,0.00%,0
우편 취급소,3_비주력 상품,1,75.00,75.00,0,0,0.00%,0.00,0.00%,0
우편물,2_주력 상품,1,264.00,264.00,0,0,0.00%,0.00,0.00%,0
우편물,②_택배,0,0.00,0.00,1,1,100.00%,1.00,0.00%,0
우편물,3_비주력 상품,1,300.00,300.00,0,0,0.00%,0.00,0.00%,0
우편물 집배원,2_주력 상품,0,0.00,0.00,1,1,0.00%,3.00,0.00%,0
우편물 포장 기계,①_풀필먼트,0,0.00,0.00,1,1,100.00%,1.00,0.00%,0
운송 관리 시스템 활용,①_풀필먼트,0,0.00,0.00,1,1,100.00%,1.00,0.00%,0
운송 부문 애널리스트,③_기타,0,0.00,0.00,1,1,100.00%,1.00,0.00%,0
운송 사례 를 설명 하시오,①_풀필먼트,0,0.00,0.00,1,1,100.00%,1.00,0.00%,0
운송료 절감,①_풀필먼트,0,0.00,0.00,1,1,100.00%,1.00,0.00%,0
운송장,②_택배,0,0.00,0.00,2,2,100.00%,1.00,0.00%,0
운송장,3_비주력 상품,2,726.00,363.00,0,0,0.00%,0.00,0.00%,0
운송장 조회,②_택배,0,0.00,0.00,1,1,100.00%,1.00,0.00%,0
운송장 조회,3_비주력 상품,1,291.00,291.00,0,0,0.00%,0.00,0.00%,0
운터 택배,3_비주력 상품,1,265.00,265.00,0,0,0.00%,0.00,0.00%,0
울산 중고 컨테이너,①_풀필먼트,0,0.00,0.00,1,1,100.00%,1.00,0.00%,0
울산 중고 컨테이너,2_주력 상품,1,193.00,193.00,0,0,0.00%,0.00,0.00%,0
울산 지역 택배 운행 언제 되는지,3_비주력 상품,0,0.00,0.00,1,1,100.00%,1.00,0.00%,0
원룸 포장 이사 이사 마스터,①_풀필먼트,0,0.00,0.00,1,1,100.00%,1.00,0.00%,0
원룸 포장 이사 이사 마스터,2_주력 상품,1,272.00,272.00,0,0,0.00%,0.00,0.00%,0
원신 리 세계 알리 익스프레스,②_드랍쉬핑,0,0.00,0.00,6,6,83.33%,1.17,0.00%,0
원신 리 세계 알리 익스프레스,2_주력 상품,10,2510.00,251.00,0,0,0.00%,0.00,0.00%,0
원신 리 세계 타오바오,②_드랍쉬핑,0,0.00,0.00,2,2,50.00%,1.50,0.00%,0
원신 리 세계 타오바오,2_주력 상품,4,1275.00,318.75,0,0,0.00%,0.00,0.00%,0
원주 냉동 창고,④_냉장냉동,0,0.00,0.00,1,1,100.00%,1.00,0.00%,0
원주 지입차,①_풀필먼트,0,0.00,0.00,1,1,100.00%,1.00,0.00%,0
원주 지입차,2_주력 상품,1,36.00,36.00,0,0,0.00%,0.00,0.00%,0
원주 창고 임대,①_창고,0,0.00,0.00,2,2,50.00%,9.00,0.00%,0
원주 창고 임대,3_비주력 상품,2,585.00,292.50,0,0,0.00%,0.00,0.00%,0
월동 포장,①_풀필먼트,0,0.00,0.00,1,1,0.00%,3.00,0.00%,0
월동 포장,2_주력 상품,1,241.00,241.00,0,0,0.00%,0.00,0.00%,0
월수 택배,3_비주력 상품,1,253.00,253.00,0,0,0.00%,0.00,0.00%,0
웨이퍼 물류,①_풀필먼트,0,0.00,0.00,1,2,50.00%,2.00,0.00%,0
웨이하이 구매 대행,②_드랍쉬핑,0,0.00,0.00,1,1,100.00%,1.00,0.00%,0
위 넥스 k1 해외 직구,②_드랍쉬핑,0,0.00,0.00,1,1,100.00%,1.00,0.00%,0
위니아 냉동고 겸 냉장,④_냉장냉동,0,0.00,0.00,1,1,100.00%,1.00,0.00%,0
위드 한진,②_택배,0,0.00,0.00,6,6,100.00%,1.00,0.00%,0
위드 한진,3_비주력 상품,7,1751.00,250.14,0,0,0.00%,0.00,0.00%,0
위스키 구매 대행,②_드랍쉬핑,0,0.00,0.00,1,1,100.00%,1.00,0.00%,0
위스키 구매 대행,2_주력 상품,1,300.00,300.00,0,0,0.00%,0.00,0.00%,0
위임,③_기타,0,0.00,0.00,1,1,100.00%,1.00,0.00%,0
위임,3_비주력 상품,1,296.00,296.00,0,0,0.00%,0.00,0.00%,0
위즈 원 준 등기 깡,3_비주력 상품,1,289.00,289.00,0,0,0.00%,0.00,0.00%,0
위킵,2_주력 상품,2,525.00,262.50,0,0,0.00%,0.00,0.00%,0
위킵,③_기타,0,0.00,0.00,5,5,80.00%,1.40,0.00%,0
위킵,3_비주력 상품,6,1872.00,312.00,0,0,0.00%,0.00,0.00%,0
위킵 영업 담당자,③_기타,0,0.00,0.00,1,1,0.00%,3.00,0.00%,0
위탁,③_기타,0,0.00,0.00,1,1,100.00%,1.00,0.00%,0
위탁,3_비주력 상품,1,275.00,275.00,2,2,100.00%,1.00,0.00%,0
위탁 도매,②_드랍쉬핑,0,0.00,0.00,2,2,100.00%,1.00,0.00%,0
위탁 도매,2_주력 상품,2,597.00,298.50,0,0,0.00%,0.00,0.00%,0
위탁 물류 배송 알바,②_택배,0,0.00,0.00,1,1,100.00%,1.00,0.00%,0
위탁 판매 공급처,②_드랍쉬핑,0,0.00,0.00,1,1,100.00%,1.00,0.00%,0
위탁 판매 공급처,2_주력 상품,1,253.00,253.00,0,0,0.00%,0.00,0.00%,0
위탁 할,3_비주력 상품,1,299.00,299.00,0,0,0.00%,0.00,0.00%,0
위탁 b2b 재고 보유,②_드랍쉬핑,0,0.00,0.00,1,1,100.00%,1.00,0.00%,0
유 플러스 샵 배송 조회,②_택배,0,0.00,0.00,1,1,100.00%,1.00,0.00%,0
유 플러스 샵 배송 조회,3_비주력 상품,1,405.00,405.00,0,0,0.00%,0.00,0.00%,0
유기 그릇 부산 도매,②_드랍쉬핑,0,0.00,0.00,1,1,100.00%,1.00,0.00%,0
유럽 구매 대행 창업,2_주력 상품,1,267.00,267.00,0,0,0.00%,0.00,0.00%,0
유리 무역,①_풀필먼트,0,0.00,0.00,1,1,100.00%,1.00,0.00%,0
유진 초저온 주식회사,④_냉장냉동,0,0.00,0.00,1,1,100.00%,1.00,0.00%,0
유통 물류 온라인 무료 세미나,①_풀필먼트,0,0.00,0.00,1,1,100.00%,1.00,0.00%,0
유통 물유 성공 사례 에 대해 ppt,①_풀필먼트,0,0.00,0.00,1,1,0.00%,2.00,0.00%,0
유통 시스템,2_주력 상품,1,293.00,293.00,0,0,0.00%,0.00,0.00%,0
유통 회사,2_주력 상품,1,250.00,250.00,0,0,0.00%,0.00,0.00%,0
유통 회사 물류 업무,③_기타,0,0.00,0.00,1,1,0.00%,2.00,0.00%,0
육류 보관 창고료,④_냉장냉동,0,0.00,0.00,1,1,100.00%,1.00,0.00%,0
육육 로지스틱스 주,①_풀필먼트,0,0.00,0.00,1,1,100.00%,1.00,0.00%,0
윤성 물류 야 놀자,①_풀필먼트,0,0.00,0.00,1,2,100.00%,1.00,0.00%,0
윤성 물류 야 놀자,2_주력 상품,2,481.00,240.50,0,0,0.00%,0.00,0.00%,0
은박,2_주력 상품,0,0.00,0.00,1,1,100.00%,1.00,0.00%,0
은박지 포장,①_풀필먼트,0,0.00,0.00,1,1,100.00%,1.00,0.00%,0
은행 보관 방법,①_풀필먼트,0,0.00,0.00,1,1,100.00%,1.00,0.00%,0
은행 보관 방법,2_주력 상품,2,428.00,214.00,0,0,0.00%,0.00,0.00%,0
은행 보관 하는 방법,①_풀필먼트,0,0.00,0.00,5,5,100.00%,1.00,0.00%,0
은행 보관 하는 방법,2_주력 상품,4,986.00,246.50,0,0,0.00%,0.00,0.00%,0
음반 도매,②_드랍쉬핑,0,0.00,0.00,1,1,0.00%,2.00,0.00%,0
음반 도매,2_주력 상품,2,396.00,198.00,0,0,0.00%,0.00,0.00%,0
음성 물류 센터,①_풀필먼트,0,0.00,0.00,1,1,100.00%,1.00,0.00%,0
의료 기기 물류 솔루션,①_풀필먼트,0,0.00,0.00,1,1,0.00%,3.00,0.00%,0
의료 기기 의약품 물류 솔루션,①_풀필먼트,0,0.00,0.00,1,1,100.00%,1.00,0.00%,0
의류 3pl,③_3PL/4PL,0,0.00,0.00,2,2,50.00%,2.50,0.00%,0
의류 구매 대행,②_드랍쉬핑,0,0.00,0.00,1,1,100.00%,1.00,0.00%,0
의류 구매 대행,2_주력 상품,1,287.00,287.00,0,0,0.00%,0.00,0.00%,0
의류 도매 3pl,③_3PL/4PL,0,0.00,0.00,1,1,100.00%,1.00,0.00%,0
의류 새벽 배송 받는 법,②_택배,0,0.00,0.00,1,1,100.00%,1.00,0.00%,0
의류 자동 출고 시스템,①_풀필먼트,0,0.00,0.00,1,1,100.00%,1.00,0.00%,0
의류 창고 임대,①_창고,0,0.00,0.00,1,1,0.00%,2.00,0.00%,0
