검색어,캠페인,클릭수,비용,CPC,사용자,세션,이탈률,세션당 페이지수,문의하기 완료(유효성체크완료) (목표 5 전환율),문의하기 완료(유효성체크완료) (목표 5 완료 수)
아마존 식품,②_드랍쉬핑,0,0.00,0.00,1,1,100.00%,1.00,0.00%,0
아마존 식품,2_주력 상품,1,249.00,249.00,0,0,0.00%,0.00,0.00%,0
아마존 싱거 6805c,②_드랍쉬핑,0,0.00,0.00,1,1,100.00%,1.00,0.00%,0
아마존 애플 워치,②_드랍쉬핑,0,0.00,0.00,1,1,100.00%,1.00,0.00%,0
아마존 애플 워치,2_주력 상품,1,290.00,290.00,0,0,0.00%,0.00,0.00%,0
아마존 에서 블랙 프라이데이 에 꼭 사야 할 물건,②_드랍쉬핑,0,0.00,0.00,1,1,100.00%,1.00,0.00%,0
아마존 지원,2_주력 상품,1,266.00,266.00,0,0,0.00%,0.00,0.00%,0
아마존 직구,②_택배,0,0.00,0.00,1,1,100.00%,1.00,0.00%,0
아마존 직구,3_비주력 상품,1,472.00,472.00,0,0,0.00%,0.00,0.00%,0
아마존 코리아,②_드랍쉬핑,0,0.00,0.00,1,1,100.00%,1.00,0.00%,0
아마존 코리아,2_주력 상품,2,577.00,288.50,0,0,0.00%,0.00,0.00%,0
아마존 콘 인,②_드랍쉬핑,0,0.00,0.00,1,1,100.00%,1.00,0.00%,0
아마존 택배 분류,②_택배,0,0.00,0.00,1,1,0.00%,4.00,0.00%,0
아마존 택배 일 하기,②_택배,0,0.00,0.00,1,1,100.00%,1.00,0.00%,0
아마존 판매,2_주력 상품,1,199.00,199.00,0,0,0.00%,0.00,0.00%,0
아마존 판매자 배송비,②_드랍쉬핑,0,0.00,0.00,1,1,100.00%,1.00,0.00%,0
아마존 피 오디,②_드랍쉬핑,0,0.00,0.00,1,1,100.00%,1.00,0.00%,0
아마존 한국,②_드랍쉬핑,0,0.00,0.00,4,5,60.00%,1.60,0.00%,0
아마존 한국,2_주력 상품,4,1159.00,289.75,0,0,0.00%,0.00,0.00%,0
아마존 한국 화당 푼,②_드랍쉬핑,0,0.00,0.00,1,1,100.00%,1.00,0.00%,0
아마존 해배 비,②_드랍쉬핑,0,0.00,0.00,1,1,100.00%,1.00,0.00%,0
아마존 해외 배송,②_드랍쉬핑,0,0.00,0.00,1,1,0.00%,5.00,0.00%,0
아마존 해외 배송,2_주력 상품,1,245.00,245.00,0,0,0.00%,0.00,0.00%,0
아마존 현지 배송,②_드랍쉬핑,0,0.00,0.00,1,1,100.00%,1.00,0.00%,0
아마존 현지 배송,2_주력 상품,0,0.00,0.00,1,1,0.00%,3.00,0.00%,0
아마존 fba 배송,②_드랍쉬핑,0,0.00,0.00,1,1,0.00%,3.00,0.00%,0
아마존 fba 배송,2_주력 상품,1,254.00,254.00,0,0,0.00%,0.00,0.00%,0
아마존 fba 배송 업체,②_택배,0,0.00,0.00,1,1,0.00%,5.00,0.00%,0
아마존 fba 배송 업체,3_비주력 상품,1,550.00,550.00,0,0,0.00%,0.00,0.00%,0
아마존 tv 직구,2_주력 상품,1,240.00,240.00,0,0,0.00%,0.00,0.00%,0
아매 존 재팬 셀러 배송,②_드랍쉬핑,0,0.00,0.00,1,1,100.00%,1.00,0.00%,0
아몬드 냉동 보관,2_주력 상품,1,207.00,207.00,0,0,0.00%,0.00,0.00%,0
아몬드 냉동 보관,④_냉장냉동,0,0.00,0.00,1,1,100.00%,1.00,0.00%,0
아미 존,②_드랍쉬핑,0,0.00,0.00,2,2,100.00%,1.00,0.00%,0
아미 존,2_주력 상품,2,560.00,280.00,0,0,0.00%,0.00,0.00%,0
아보다트 직구,②_드랍쉬핑,0,0.00,0.00,1,1,0.00%,2.00,0.00%,0
아보다트 직구,2_주력 상품,1,198.00,198.00,0,0,0.00%,0.00,0.00%,0
아보다트 해외 직구,②_드랍쉬핑,0,0.00,0.00,1,1,100.00%,1.00,0.00%,0
아보다트 해외 직구,2_주력 상품,1,271.00,271.00,0,0,0.00%,0.00,0.00%,0
아비 포스 직구,②_드랍쉬핑,0,0.00,0.00,1,1,100.00%,1.00,0.00%,0
아빠 창고,3_비주력 상품,1,298.00,298.00,0,0,0.00%,0.00,0.00%,0
아스팔트 포장,①_풀필먼트,0,0.00,0.00,1,1,100.00%,1.00,0.00%,0
아스팔트 포장,2_주력 상품,1,161.00,161.00,0,0,0.00%,0.00,0.00%,0
아워 박스,①_풀필먼트,0,0.00,0.00,1,1,100.00%,1.00,0.00%,0
아워 박스,2_주력 상품,1,253.00,253.00,0,0,0.00%,0.00,0.00%,0
아워 홈 물류 센터,2_주력 상품,1,276.00,276.00,0,0,0.00%,0.00,0.00%,0
아워 홈 물류 센터,④_냉장냉동,0,0.00,0.00,1,1,0.00%,4.00,0.00%,0
아이 패드 직구,2_주력 상품,1,289.00,289.00,0,0,0.00%,0.00,0.00%,0
아이디어 상품,2_주력 상품,1,215.00,215.00,0,0,0.00%,0.00,0.00%,0
아이디어 제품,2_주력 상품,1,266.00,266.00,0,0,0.00%,0.00,0.00%,0
아이스 박스 스티로폼,2_주력 상품,2,570.00,285.00,0,0,0.00%,0.00,0.00%,0
아이스 박스 스티로폼,④_냉장냉동,0,0.00,0.00,1,1,0.00%,3.00,0.00%,0
아이스 박스 파는 곳,2_주력 상품,1,285.00,285.00,0,0,0.00%,0.00,0.00%,0
아이스 박스 파는 곳,④_냉장냉동,0,0.00,0.00,1,1,100.00%,1.00,0.00%,0
아이스 박스 포장 대행,③_기타,0,0.00,0.00,1,1,100.00%,1.00,0.00%,0
아이스 젤 비트,④_냉장냉동,0,0.00,0.00,1,1,100.00%,1.00,0.00%,0
아이템 위너 피하기,③_기타,0,0.00,0.00,1,1,100.00%,1.00,0.00%,0
아이폰 홍콩 직구,2_주력 상품,1,364.00,364.00,0,0,0.00%,0.00,0.00%,0
아주 냉동,2_주력 상품,1,224.00,224.00,0,0,0.00%,0.00,0.00%,0
아주 냉동,④_냉장냉동,0,0.00,0.00,1,1,100.00%,1.00,0.00%,0
아질산 나트륨 해외 직구,②_드랍쉬핑,0,0.00,0.00,2,2,100.00%,1.00,0.00%,0
아질산 나트륨 해외 직구,2_주력 상품,3,880.00,293.33,1,1,100.00%,1.00,0.00%,0
아투 연 물류 센터,①_풀필먼트,0,0.00,0.00,1,1,0.00%,5.00,0.00%,0
아틱 베이 캐나다 직구,②_드랍쉬핑,0,0.00,0.00,1,1,100.00%,1.00,0.00%,0
아파트 월 패드 도매,②_드랍쉬핑,0,0.00,0.00,1,1,100.00%,1.00,0.00%,0
아파트 위탁 관리,③_기타,0,0.00,0.00,1,1,100.00%,1.00,0.00%,0
아파트 위탁 관리,3_비주력 상품,1,290.00,290.00,0,0,0.00%,0.00,0.00%,0
악세사리 도매,②_드랍쉬핑,0,0.00,0.00,3,4,100.00%,1.00,0.00%,0
악세사리 도매,2_주력 상품,4,817.00,204.25,0,0,0.00%,0.00,0.00%,0
안 찬토,①_풀필먼트,0,0.00,0.00,1,1,100.00%,1.00,0.00%,0
안산 냉동 창고 대여,①_풀필먼트,0,0.00,0.00,1,1,100.00%,1.00,0.00%,0
안산 냉장 창고 빌려 주실 분,①_풀필먼트,0,0.00,0.00,1,1,100.00%,1.00,0.00%,0
안산 컨테이너 창고 임대,①_창고,0,0.00,0.00,1,1,100.00%,1.00,0.00%,0
안산 쿠팡 물류 센터,2_주력 상품,1,265.00,265.00,0,0,0.00%,0.00,0.00%,0
안성 물류 센터 임대료,④_냉장냉동,0,0.00,0.00,1,1,0.00%,3.00,0.00%,0
안성 택배,3_비주력 상품,1,297.00,297.00,0,0,0.00%,0.00,0.00%,0
알뜰 구매 창고,①_창고,0,0.00,0.00,1,1,100.00%,1.00,0.00%,0
알뜰 구매 창고,3_비주력 상품,1,288.00,288.00,0,0,0.00%,0.00,0.00%,0
알라 직구,②_드랍쉬핑,0,0.00,0.00,1,1,100.00%,1.00,0.00%,0
알리,②_드랍쉬핑,0,0.00,0.00,13,13,84.62%,1.15,0.00%,0
알리,2_주력 상품,24,5885.00,245.21,1,1,0.00%,2.00,0.00%,0
알리 11.11 세일,②_드랍쉬핑,0,0.00,0.00,1,1,100.00%,1.00,0.00%,0
알리 11.11 세일,2_주력 상품,1,202.00,202.00,0,0,0.00%,0.00,0.00%,0
알리 5 일 배송,②_드랍쉬핑,0,0.00,0.00,1,1,100.00%,1.00,0.00%,0
알리 5 일 배송,2_주력 상품,1,284.00,284.00,0,0,0.00%,0.00,0.00%,0
알리 결제 방법,②_드랍쉬핑,0,0.00,0.00,1,1,100.00%,1.00,0.00%,0
알리 결제 방법,2_주력 상품,1,236.00,236.00,0,0,0.00%,0.00,0.00%,0
알리 광고,②_드랍쉬핑,0,0.00,0.00,1,1,100.00%,1.00,0.00%,0
알리 광고,2_주력 상품,2,490.00,245.00,0,0,0.00%,0.00,0.00%,0
알리 구매 내역서,②_드랍쉬핑,0,0.00,0.00,1,1,0.00%,2.00,0.00%,0
알리 낚시,②_드랍쉬핑,0,0.00,0.00,1,1,100.00%,1.00,0.00%,0
알리 낚시,2_주력 상품,2,571.00,285.50,0,0,0.00%,0.00,0.00%,0
알리 낚시 용품,②_드랍쉬핑,0,0.00,0.00,3,3,66.67%,1.33,0.00%,0
알리 낚시 용품,2_주력 상품,4,1062.00,265.50,0,0,0.00%,0.00,0.00%,0
알리 낚시대,②_드랍쉬핑,0,0.00,0.00,1,1,100.00%,1.00,0.00%,0
알리 낚시대,2_주력 상품,2,483.00,241.50,0,0,0.00%,0.00,0.00%,0
알리 레플리카,②_드랍쉬핑,0,0.00,0.00,1,1,100.00%,1.00,0.00%,0
알리 레플리카,2_주력 상품,1,300.00,300.00,0,0,0.00%,0.00,0.00%,0
알리 매장,②_드랍쉬핑,0,0.00,0.00,1,1,100.00%,1.00,0.00%,0
알리 반품 방법,②_드랍쉬핑,0,0.00,0.00,1,1,100.00%,1.00,0.00%,0
알리 반품 방법,2_주력 상품,1,238.00,238.00,0,0,0.00%,0.00,0.00%,0
알리 배송 조회,②_드랍쉬핑,0,0.00,0.00,3,3,100.00%,1.00,0.00%,0
알리 배송 조회,2_주력 상품,3,884.00,294.67,0,0,0.00%,0.00,0.00%,0
알리 배송 조회,②_택배,0,0.00,0.00,3,3,100.00%,1.00,0.00%,0
알리 배송 조회,3_비주력 상품,4,1864.00,466.00,0,0,0.00%,0.00,0.00%,0
알리 블랙 프라이데이,②_드랍쉬핑,0,0.00,0.00,1,1,100.00%,1.00,0.00%,0
알리 블랙 프라이데이,2_주력 상품,2,556.00,278.00,0,0,0.00%,0.00,0.00%,0
알리 스톤,②_드랍쉬핑,0,0.00,0.00,1,1,100.00%,1.00,0.00%,0
알리 스톤,2_주력 상품,1,177.00,177.00,0,0,0.00%,0.00,0.00%,0
알리 스페셜,2_주력 상품,1,251.00,251.00,0,0,0.00%,0.00,0.00%,0
알리 시계,②_드랍쉬핑,0,0.00,0.00,1,1,100.00%,1.00,0.00%,0
알리 시계,2_주력 상품,1,252.00,252.00,0,0,0.00%,0.00,0.00%,0
알리 어라운드 뷰,②_드랍쉬핑,0,0.00,0.00,1,1,100.00%,1.00,0.00%,0
알리 어라운드 뷰,2_주력 상품,1,182.00,182.00,0,0,0.00%,0.00,0.00%,0
알리 오토바이,②_드랍쉬핑,0,0.00,0.00,1,1,100.00%,1.00,0.00%,0
알리 왕왕 모바일,2_주력 상품,1,291.00,291.00,1,1,100.00%,1.00,0.00%,0
알리 월급,2_주력 상품,1,231.00,231.00,0,0,0.00%,0.00,0.00%,0
알리 익그 프레스,2_주력 상품,1,294.00,294.00,0,0,0.00%,0.00,0.00%,0
알리 익스,②_드랍쉬핑,0,0.00,0.00,1,1,100.00%,1.00,0.00%,0
알리 익스,2_주력 상품,2,598.00,299.00,0,0,0.00%,0.00,0.00%,0
알리 익스 프 세스,2_주력 상품,1,364.00,364.00,0,0,0.00%,0.00,0.00%,0
알리 익스 프렛 스,②_드랍쉬핑,0,0.00,0.00,1,1,0.00%,5.00,0.00%,0
알리 익스프레스,②_드랍쉬핑,0,0.00,0.00,33,34,91.18%,1.09,0.00%,0
알리 익스프레스,2_주력 상품,54,13769.00,254.98,0,0,0.00%,0.00,0.00%,0
알리 익스프레스 가성 비 추천,②_드랍쉬핑,0,0.00,0.00,1,1,100.00%,1.00,0.00%,0
알리 익스프레스 가성 비 추천,2_주력 상품,1,249.00,249.00,0,0,0.00%,0.00,0.00%,0
알리 익스프레스 결제 방법,②_드랍쉬핑,0,0.00,0.00,1,1,100.00%,1.00,0.00%,0
알리 익스프레스 결제 방법,2_주력 상품,1,150.00,150.00,0,0,0.00%,0.00,0.00%,0
알리 익스프레스 광고,2_주력 상품,2,437.00,218.50,0,0,0.00%,0.00,0.00%,0
알리 익스프레스 광고 차단,②_드랍쉬핑,0,0.00,0.00,1,1,100.00%,1.00,0.00%,0
알리 익스프레스 광고 차단,2_주력 상품,1,242.00,242.00,0,0,0.00%,0.00,0.00%,0
알리 익스프레스 구매,②_드랍쉬핑,0,0.00,0.00,1,1,100.00%,1.00,0.00%,0
알리 익스프레스 구매,2_주력 상품,2,569.00,284.50,1,1,100.00%,1.00,0.00%,0
알리 익스프레스 구매 내역서,②_드랍쉬핑,0,0.00,0.00,1,1,100.00%,1.00,0.00%,0
알리 익스프레스 구매 방법,②_드랍쉬핑,0,0.00,0.00,1,1,100.00%,1.00,0.00%,0
알리 익스프레스 구매 방법,2_주력 상품,2,527.00,263.50,0,0,0.00%,0.00,0.00%,0
알리 익스프레스 그라인더,②_드랍쉬핑,0,0.00,0.00,1,1,100.00%,1.00,0.00%,0
알리 익스프레스 기타,②_드랍쉬핑,0,0.00,0.00,1,1,100.00%,1.00,0.00%,0
알리 익스프레스 기타,2_주력 상품,1,208.00,208.00,0,0,0.00%,0.00,0.00%,0
알리 익스프레스 낚시,②_드랍쉬핑,0,0.00,0.00,1,1,100.00%,1.00,0.00%,0
알리 익스프레스 낚시,2_주력 상품,1,287.00,287.00,0,0,0.00%,0.00,0.00%,0
알리 익스프레스 낚시대,②_드랍쉬핑,0,0.00,0.00,1,1,100.00%,1.00,0.00%,0
알리 익스프레스 낚시대,2_주력 상품,1,288.00,288.00,0,0,0.00%,0.00,0.00%,0
알리 익스프레스 노스페이스 슈프림,②_드랍쉬핑,0,0.00,0.00,1,1,100.00%,1.00,0.00%,0
알리 익스프레스 대리 구매 방법,②_드랍쉬핑,0,0.00,0.00,1,1,100.00%,1.00,0.00%,0
알리 익스프레스 대바늘 값,②_드랍쉬핑,0,0.00,0.00,1,1,100.00%,1.00,0.00%,0
알리 익스프레스 데스크탑,②_드랍쉬핑,0,0.00,0.00,1,1,100.00%,1.00,0.00%,0
알리 익스프레스 도사 락통,②_드랍쉬핑,0,0.00,0.00,1,1,100.00%,1.00,0.00%,0
알리 익스프레스 랜덤 박스,②_드랍쉬핑,0,0.00,0.00,1,1,0.00%,3.00,0.00%,0
알리 익스프레스 랜덤 박스,2_주력 상품,2,452.00,226.00,0,0,0.00%,0.00,0.00%,0
알리 익스프레스 리 세계 구매 방법,②_드랍쉬핑,0,0.00,0.00,1,1,100.00%,1.00,0.00%,0
알리 익스프레스 리 세계 구매 방법,2_주력 상품,1,267.00,267.00,0,0,0.00%,0.00,0.00%,0
알리 익스프레스 리얼돌,②_드랍쉬핑,0,0.00,0.00,1,1,100.00%,1.00,0.00%,0
알리 익스프레스 리얼돌,2_주력 상품,1,230.00,230.00,0,0,0.00%,0.00,0.00%,0
알리 익스프레스 링크,②_드랍쉬핑,0,0.00,0.00,1,1,100.00%,1.00,0.00%,0
알리 익스프레스 명품,2_주력 상품,1,258.00,258.00,0,0,0.00%,0.00,0.00%,0
알리 익스프레스 바이크,②_드랍쉬핑,0,0.00,0.00,1,1,100.00%,1.00,0.00%,0
알리 익스프레스 바이크 용품,②_드랍쉬핑,0,0.00,0.00,1,1,100.00%,1.00,0.00%,0
알리 익스프레스 반품,②_드랍쉬핑,0,0.00,0.00,1,1,0.00%,2.00,0.00%,0
알리 익스프레스 반품,2_주력 상품,2,376.00,188.00,0,0,0.00%,0.00,0.00%,0
알리 익스프레스 반품 방법,2_주력 상품,1,237.00,237.00,0,0,0.00%,0.00,0.00%,0
알리 익스프레스 배 대지,2_주력 상품,1,263.00,263.00,0,0,0.00%,0.00,0.00%,0
알리 익스프레스 배송,2_주력 상품,1,275.00,275.00,0,0,0.00%,0.00,0.00%,0
알리 익스프레스 배송 조회,②_드랍쉬핑,0,0.00,0.00,2,2,100.00%,1.00,0.00%,0
알리 익스프레스 배송 조회,2_주력 상품,5,1424.00,284.80,0,0,0.00%,0.00,0.00%,0
알리 익스프레스 배송 조회,②_택배,0,0.00,0.00,6,6,100.00%,1.00,0.00%,0
알리 익스프레스 배송 조회,3_비주력 상품,9,4382.00,486.89,0,0,0.00%,0.00,0.00%,0
알리 익스프레스 배송 지연,②_드랍쉬핑,0,0.00,0.00,1,1,100.00%,1.00,0.00%,0
알리 익스프레스 배송 지연,2_주력 상품,1,286.00,286.00,0,0,0.00%,0.00,0.00%,0
알리 익스프레스 베스트,②_드랍쉬핑,0,0.00,0.00,1,1,100.00%,1.00,0.00%,0
알리 익스프레스 베스트,2_주력 상품,1,187.00,187.00,0,0,0.00%,0.00,0.00%,0
알리 익스프레스 블랙 프라이데이,②_드랍쉬핑,0,0.00,0.00,1,1,100.00%,1.00,0.00%,0
알리 익스프레스 블랙 프라이데이,2_주력 상품,1,285.00,285.00,0,0,0.00%,0.00,0.00%,0
알리 익스프레스 블루투스 스피커,②_드랍쉬핑,0,0.00,0.00,1,1,100.00%,1.00,0.00%,0
알리 익스프레스 사기,②_드랍쉬핑,0,0.00,0.00,1,1,100.00%,1.00,0.00%,0
알리 익스프레스 사기,2_주력 상품,1,228.00,228.00,0,0,0.00%,0.00,0.00%,0
알리 익스프레스 사용 방법,②_드랍쉬핑,0,0.00,0.00,1,1,100.00%,1.00,0.00%,0
알리 익스프레스 사용 방법,2_주력 상품,1,265.00,265.00,0,0,0.00%,0.00,0.00%,0
알리 익스프레스 상품 등록,②_드랍쉬핑,0,0.00,0.00,1,1,100.00%,1.00,0.00%,0
알리 익스프레스 세일,②_드랍쉬핑,0,0.00,0.00,1,5,60.00%,1.40,0.00%,0
알리 익스프레스 세일,2_주력 상품,2,505.00,252.50,0,0,0.00%,0.00,0.00%,0
알리 익스프레스 소싱,②_드랍쉬핑,0,0.00,0.00,1,1,100.00%,1.00,0.00%,0
알리 익스프레스 송장 번호,②_택배,0,0.00,0.00,1,1,100.00%,1.00,0.00%,0
알리 익스프레스 송장 번호,3_비주력 상품,1,289.00,289.00,0,0,0.00%,0.00,0.00%,0
알리 익스프레스 송장 번호 조회,②_드랍쉬핑,0,0.00,0.00,1,1,100.00%,1.00,0.00%,0
알리 익스프레스 송장 번호 조회,2_주력 상품,1,287.00,287.00,0,0,0.00%,0.00,0.00%,0
알리 익스프레스 수리,②_드랍쉬핑,0,0.00,0.00,1,1,100.00%,1.00,0.00%,0
알리 익스프레스 스마트 폰 직구,②_드랍쉬핑,0,0.00,0.00,1,1,100.00%,1.00,0.00%,0
알리 익스프레스 시계,②_드랍쉬핑,0,0.00,0.00,1,1,100.00%,1.00,0.00%,0
알리 익스프레스 시계,2_주력 상품,1,207.00,207.00,0,0,0.00%,0.00,0.00%,0
알리 익스프레스 어느 나라 인가요,②_드랍쉬핑,0,0.00,0.00,1,1,100.00%,1.00,0.00%,0
알리 익스프레스 에깅 대,②_드랍쉬핑,0,0.00,0.00,1,1,100.00%,1.00,0.00%,0
알리 익스프레스 에서 판매 하는 108 구 짜리 수경 재배기,②_드랍쉬핑,0,0.00,0.00,1,1,100.00%,1.00,0.00%,0
알리 익스프레스 엑스 맥스,②_드랍쉬핑,0,0.00,0.00,1,1,100.00%,1.00,0.00%,0
알리 익스프레스 여성용 헨드폰 가방,②_드랍쉬핑,0,0.00,0.00,1,1,100.00%,1.00,0.00%,0
알리 익스프레스 옷 도매,②_드랍쉬핑,0,0.00,0.00,1,1,100.00%,1.00,0.00%,0
알리 익스프레스 원신,②_드랍쉬핑,0,0.00,0.00,6,6,100.00%,1.00,0.00%,0
알리 익스프레스 원신,2_주력 상품,13,3436.00,264.31,0,0,0.00%,0.00,0.00%,0
알리 익스프레스 원신 구매 방법,2_주력 상품,1,253.00,253.00,0,0,0.00%,0.00,0.00%,0
알리 익스프레스 원신 리 세계,②_드랍쉬핑,0,0.00,0.00,1,1,100.00%,1.00,0.00%,0
알리 익스프레스 원신 리 세계,2_주력 상품,1,277.00,277.00,0,0,0.00%,0.00,0.00%,0
알리 익스프레스 이미테이션,②_드랍쉬핑,0,0.00,0.00,1,1,100.00%,1.00,0.00%,0
알리 익스프레스 이미테이션,2_주력 상품,1,252.00,252.00,0,0,0.00%,0.00,0.00%,0
알리 익스프레스 자동차 용품,②_드랍쉬핑,0,0.00,0.00,1,1,100.00%,1.00,0.00%,0
알리 익스프레스 자동차 용품,2_주력 상품,1,180.00,180.00,0,0,0.00%,0.00,0.00%,0
알리 익스프레스 자전거 용품,②_드랍쉬핑,0,0.00,0.00,1,1,100.00%,1.00,0.00%,0
알리 익스프레스 자전거 용품,2_주력 상품,1,257.00,257.00,0,0,0.00%,0.00,0.00%,0
알리 익스프레스 재고,②_드랍쉬핑,0,0.00,0.00,1,1,100.00%,1.00,0.00%,0
알리 익스프레스 전동 가위,②_드랍쉬핑,0,0.00,0.00,1,1,100.00%,1.00,0.00%,0
알리 익스프레스 전화,②_드랍쉬핑,0,0.00,0.00,1,1,100.00%,1.00,0.00%,0
알리 익스프레스 전화 번호,2_주력 상품,2,526.00,263.00,1,5,40.00%,1.60,0.00%,0
알리 익스프레스 제 5 인격,②_드랍쉬핑,0,0.00,0.00,1,1,100.00%,1.00,0.00%,0
알리 익스프레스 조회,3_비주력 상품,1,299.00,299.00,1,1,100.00%,1.00,0.00%,0
알리 익스프레스 차량 용품,2_주력 상품,1,275.00,275.00,0,0,0.00%,0.00,0.00%,0
알리 익스프레스 추천,②_드랍쉬핑,0,0.00,0.00,1,1,100.00%,1.00,0.00%,0
알리 익스프레스 추천,2_주력 상품,1,171.00,171.00,0,0,0.00%,0.00,0.00%,0
알리 익스프레스 추천 제품,②_드랍쉬핑,0,0.00,0.00,1,1,100.00%,1.00,0.00%,0
알리 익스프레스 추천 제품,2_주력 상품,1,186.00,186.00,0,0,0.00%,0.00,0.00%,0
알리 익스프레스 카마 그라,②_드랍쉬핑,0,0.00,0.00,1,1,0.00%,2.00,0.00%,0
알리 익스프레스 캠핑 용품,②_드랍쉬핑,0,0.00,0.00,1,1,100.00%,1.00,0.00%,0
알리 익스프레스 캠핑 용품,2_주력 상품,1,226.00,226.00,0,0,0.00%,0.00,0.00%,0
알리 익스프레스 택배 조회,3_비주력 상품,1,280.00,280.00,0,0,0.00%,0.00,0.00%,0
알리 익스프레스 포탈,②_드랍쉬핑,0,0.00,0.00,1,1,100.00%,1.00,0.00%,0
알리 익스프레스 포탈,2_주력 상품,1,247.00,247.00,0,0,0.00%,0.00,0.00%,0
알리 익스프레스 프리지아,②_드랍쉬핑,0,0.00,0.00,1,1,100.00%,1.00,0.00%,0
알리 익스프레스 프리지아,2_주력 상품,1,198.00,198.00,0,0,0.00%,0.00,0.00%,0
알리 익스프레스 향수 대량 구입,②_드랍쉬핑,0,0.00,0.00,1,1,100.00%,1.00,0.00%,0
알리 익스프레스 환불 취소 방법,②_드랍쉬핑,0,0.00,0.00,1,1,100.00%,1.00,0.00%,0
알리 익스프레스 환율,②_드랍쉬핑,0,0.00,0.00,1,1,0.00%,2.00,0.00%,0
알리 익스프레스 환율,2_주력 상품,1,246.00,246.00,0,0,0.00%,0.00,0.00%,0
알리 익스프레스 활용,②_드랍쉬핑,0,0.00,0.00,1,1,100.00%,1.00,0.00%,0
알리 익스프레스 pc 버전,②_드랍쉬핑,0,0.00,0.00,1,1,100.00%,1.00,0.00%,0
알리 익스프레스 pc 버전,2_주력 상품,1,274.00,274.00,0,0,0.00%,0.00,0.00%,0
알리 익스프레스 rc 카,2_주력 상품,1,274.00,274.00,0,0,0.00%,0.00,0.00%,0
알리 익스프레스 t10,②_드랍쉬핑,0,0.00,0.00,1,1,100.00%,1.00,0.00%,0
알리 익스프레스 vt06xl,②_드랍쉬핑,0,0.00,0.00,1,1,100.00%,1.00,0.00%,0
알리 임팩 익스 프 래스,②_드랍쉬핑,0,0.00,0.00,1,1,100.00%,1.00,0.00%,0
알리 자전거 용품,2_주력 상품,1,262.00,262.00,0,0,0.00%,0.00,0.00%,0
알리 조회,②_드랍쉬핑,0,0.00,0.00,1,1,100.00%,1.00,0.00%,0
알리 조회,2_주력 상품,1,300.00,300.00,0,0,0.00%,0.00,0.00%,0
알리 직구,②_드랍쉬핑,0,0.00,0.00,2,2,50.00%,1.50,0.00%,0
알리 직구,2_주력 상품,3,780.00,260.00,0,0,0.00%,0.00,0.00%,0
알리 직구 인버트,②_드랍쉬핑,0,0.00,0.00,1,1,100.00%,1.00,0.00%,0
알리 차이나,2_주력 상품,1,248.00,248.00,0,0,0.00%,0.00,0.00%,0
알리 태블릿,②_드랍쉬핑,0,0.00,0.00,1,1,100.00%,1.00,0.00%,0
알리 태블릿,2_주력 상품,1,216.00,216.00,0,0,0.00%,0.00,0.00%,0
알리 택배 조회,②_택배,0,0.00,0.00,1,1,100.00%,1.00,0.00%,0
알리 택배 조회,3_비주력 상품,1,296.00,296.00,0,0,0.00%,0.00,0.00%,0
알리 폰 케이스,②_드랍쉬핑,0,0.00,0.00,1,1,100.00%,1.00,0.00%,0
알리 폰 케이스,2_주력 상품,1,247.00,247.00,0,0,0.00%,0.00,0.00%,0
알리 플러스,②_드랍쉬핑,0,0.00,0.00,1,1,0.00%,2.00,0.00%,0
알리 헴프,②_드랍쉬핑,0,0.00,0.00,1,1,100.00%,1.00,0.00%,0
알리바바 kc 인증,②_드랍쉬핑,0,0.00,0.00,1,1,0.00%,2.00,0.00%,0
알리바바 kc 인증,2_주력 상품,1,208.00,208.00,0,0,0.00%,0.00,0.00%,0
알약 포장 캡,2_주력 상품,1,283.00,283.00,0,0,0.00%,0.00,0.00%,0
압축 스티로폼,2_주력 상품,1,271.00,271.00,0,0,0.00%,0.00,0.00%,0
압축 스티로폼,④_냉장냉동,0,0.00,0.00,1,1,100.00%,1.00,0.00%,0
앙 스타 누이 직구,②_드랍쉬핑,0,0.00,0.00,2,2,100.00%,1.00,0.00%,0
앙 스타 누이 직구,2_주력 상품,2,541.00,270.50,0,0,0.00%,0.00,0.00%,0
앙시 도매,②_드랍쉬핑,0,0.00,0.00,1,1,100.00%,1.00,0.00%,0
애드 빌 직구,②_드랍쉬핑,0,0.00,0.00,3,3,100.00%,1.00,0.00%,0
애드 빌 직구,2_주력 상품,3,895.00,298.33,0,0,0.00%,0.00,0.00%,0
애드 빌 pm 직구,②_드랍쉬핑,0,0.00,0.00,1,1,100.00%,1.00,0.00%,0
애드 빌 pm 직구,2_주력 상품,1,297.00,297.00,0,0,0.00%,0.00,0.00%,0
애뮬 릿 카드 해외 배송,②_드랍쉬핑,0,0.00,0.00,1,1,100.00%,1.00,0.00%,0
액세서리 도매,②_드랍쉬핑,0,0.00,0.00,1,1,100.00%,1.00,0.00%,0
액세서리 도매,2_주력 상품,1,204.00,204.00,0,0,0.00%,0.00,0.00%,0
앰 제이 택배,②_택배,0,0.00,0.00,1,1,100.00%,1.00,0.00%,0
야간 상하차,3_비주력 상품,2,592.00,296.00,0,0,0.00%,0.00,0.00%,0
야간 퀵서비스,3_비주력 상품,1,300.00,300.00,0,0,0.00%,0.00,0.00%,0
약 구매 대행,②_드랍쉬핑,0,0.00,0.00,1,1,0.00%,2.00,0.00%,0
